source_site,city,district,title,listing_url,image_url,date_collected,price,room_count,listing_id,neighborhood,net_m2,gross_m2,building_age,listing_update_date,floor,total_floors,heating_type,usage_status,furnished_status,bathroom_count
Emlakjet,istanbul,besiktas,"Mehmethan Emlak İstanbul Beşiktaş Yıldız Mahallesi 1+1 Oda Kiralık Daire 25,000 TL #19463124",https://www.emlakjet.com/ilan/mehmet-han-emlak-tan-iskeleye-5-dakika-fiyati-uygun-daire-19463124,https://imaj.emlakjet.com/resize/480/360/listing/19463124/E23656FDAF6A0F2D5105B2CA2067DF5419463124.jpg,2026-06-11 00:47:32,25000,1+1,19463124,Yıldız,65,75,21 Ve Üzeri,10 Haziran 2026,Düz Giriş (Zemin),5,Kombi Doğalgaz,Boş,Boş,1
Emlakjet,istanbul,besiktas,"Metropol Emlak İstanbul Beşiktaş Gayrettepe Mahallesi 3+1 Oda Kiralık Daire 70,000 TL #19459727",https://www.emlakjet.com/ilan/gayrettepe-de-150m2-otoparkli-asansorlu-ferah-kiralik-daire-19459727,https://imaj.emlakjet.com/resize/480/360/listing/19459727/545BF97CFE50526964F1BA945EC5080319459727.jpg,2026-06-11 00:47:35,70000,3+1,19459727,Gayrettepe,130,150,21 Ve Üzeri,09 Haziran 2026,5.Kat,8,Merkezi Doğalgaz,,,1
Emlakjet,istanbul,besiktas,"Pro Gayrimenkul İstanbul Beşiktaş Etiler Mahallesi 3+1 Oda Kiralık Daire 120,000 TL #19457104",https://www.emlakjet.com/ilan/pro-dan-etiler-arya-sitesi-nde-31-balkonlu-kiralik-daire-19457104,https://imaj.emlakjet.com/resize/480/360/listing/19457104/B3078DF27CAEE96A719AF13CADD2AA4819457104.jpg,2026-06-11 00:47:38,120000,3+1,19457104,Etiler,95,125,21 Ve Üzeri,09 Haziran 2026,Düz Giriş (Zemin),5,Kombi Doğalgaz,Boş,Boş,1
Emlakjet,istanbul,besiktas,"Realty World Özlem Aksu İstanbul Beşiktaş Dikilitaş Mahallesi 2+1 Oda Kiralık Daire 85,000 TL #19453880",https://www.emlakjet.com/ilan/besiktas-dikilitas-da-merkezi-konum-21-kiralik-daire-sifir-bina-19453880,https://imaj.emlakjet.com/resize/480/360/listing/19453880/13FFCABF21847645F11739360ADA63B119453880.jpg,2026-06-11 00:47:41,85000,2+1,19453880,Dikilitaş,55,68,0 (Yeni),08 Haziran 2026,1.Kat,5,Kombi Doğalgaz,,,1
Emlakjet,istanbul,besiktas,"Partners Gayri̇menkul A.ş. İstanbul Beşiktaş Gayrettepe Mahallesi 3+1 Oda Kiralık Daire 65,000 TL #19452269",https://www.emlakjet.com/ilan/gayrettepe-pazar-sokak-metro-yani-3-1-kat-19452269,https://imaj.emlakjet.com/resize/480/360/listing/19452269/A1DBC6C1B452C6BC503A185B2A091E7E19452269.jpg,2026-06-11 00:47:44,65000,3+1,19452269,Gayrettepe,110,120,21 Ve Üzeri,07 Haziran 2026,4.Kat,6,Kombi Doğalgaz,,,1
Emlakjet,istanbul,besiktas,"Partners Gayri̇menkul A.ş. İstanbul Beşiktaş Gayrettepe Mahallesi 4+1 Oda Kiralık Daire 95,000 TL #19452268",https://www.emlakjet.com/ilan/gayrettepe-pazar-sokak-metro-yani-4-1-kat-19452268,https://imaj.emlakjet.com/resize/480/360/listing/19452268/A1DBC6C1B452C6BC503A185B2A091E7E19452268.jpg,2026-06-11 00:47:47,95000,4+1,19452268,Gayrettepe,140,155,21 Ve Üzeri,07 Haziran 2026,3.Kat,6,Kombi Doğalgaz,,,2
Emlakjet,istanbul,besiktas,"Partners Gayri̇menkul A.ş. İstanbul Beşiktaş Gayrettepe Mahallesi 4+1 Oda Kiralık Daire 95,000 TL #19450494",https://www.emlakjet.com/ilan/gayrettepe-pazar-sokak-metro-yani-4-1-kat-19450494,https://imaj.emlakjet.com/resize/480/360/listing/19450494/ED12F56846CAA43EB4DA3F6A8D1CF8C019450494.jpg,2026-06-11 00:47:50,95000,4+1,19450494,Gayrettepe,140,155,21 Ve Üzeri,07 Haziran 2026,3.Kat,6,Kombi Doğalgaz,,,2
Emlakjet,istanbul,besiktas,"Partners Gayri̇menkul A.ş. İstanbul Beşiktaş Gayrettepe Mahallesi 3+1 Oda Kiralık Daire 65,000 TL #19450493",https://www.emlakjet.com/ilan/gayrettepe-pazar-sokak-metro-yani-3-1-kat-19450493,https://imaj.emlakjet.com/resize/480/360/listing/19450493/F9971AC84472796FB7F8913682B3EA3E19450493.jpg,2026-06-11 00:47:53,65000,3+1,19450493,Gayrettepe,110,120,21 Ve Üzeri,07 Haziran 2026,4.Kat,6,Kombi Doğalgaz,,,1
Emlakjet,istanbul,besiktas,"Tiamo Emlak İstanbul Beşiktaş Dikilitaş Mahallesi 2+1 Oda Kiralık Daire 35,000 TL #19449513",https://www.emlakjet.com/ilan/tiamo-dan-21-70m-3-kat-kombili-19449513,https://imaj.emlakjet.com/resize/480/360/listing/19449513/48C4F21AB880D3332213A343D3A1558519449513.jpg,2026-06-11 00:47:56,35000,2+1,19449513,Dikilitaş,65,70,21 Ve Üzeri,10 Haziran 2026,3.Kat,5,Kombi Doğalgaz,Boş Yapı Durumu İkinci El Yapı Tipi Betonarme,Boş Aidat 150 TL Depozito 35000 TL,1
Emlakjet,istanbul,besiktas,"Mehmethan Emlak İstanbul Beşiktaş Türkali Mahallesi 2+1 Oda Kiralık Daire 38,000 TL #19447415",https://www.emlakjet.com/ilan/mehmet-han-emlak-tan-balik-pazarina-yakin-yokussuz-full-esyali-19447415,https://imaj.emlakjet.com/resize/480/360/listing/19447415/52FDD104AEDA8900423373C7091FB49E19447415.jpg,2026-06-11 00:47:59,38000,2+1,19447415,Türkali,80,85,21 Ve Üzeri,06 Haziran 2026,3.Kat,5,Kombi Doğalgaz,Boş,Eşyalı,1
Emlakjet,istanbul,besiktas,"Mehmethan Emlak İstanbul Beşiktaş Abbasağa Mahallesi 1+1 Oda Kiralık Daire 60,000 TL #19447412",https://www.emlakjet.com/ilan/besiktas-merkezde-cok-temiz-esyali-11-19447412,https://imaj.emlakjet.com/resize/480/360/listing/19447412/17AB72B8BE8672B8CAC0E31E082B143219447412.jpg,2026-06-11 00:48:02,60000,1+1,19447412,Abbasağa,70,75,21 Ve Üzeri,06 Haziran 2026,3.Kat,3,Kombi Doğalgaz,Boş,Eşyalı,1
Emlakjet,istanbul,besiktas,"Partners Gayri̇menkul A.ş. İstanbul Beşiktaş Balmumcu Mahallesi 1 Oda Kiralık Daire 44,000 TL #19447320",https://www.emlakjet.com/ilan/barbaros-blv-da-tum-faturalar-dahil-kiralik-esyali-daire-19447320,https://imaj.emlakjet.com/resize/480/360/listing/19447320/A1DBC6C1B452C6BC503A185B2A091E7E19447320.jpg,2026-06-11 00:48:05,44000,,19447320,Balmumcu,50,55,21 Ve Üzeri,06 Haziran 2026,7.Kat,7,Merkezi Doğalgaz,,,1
Emlakjet,istanbul,besiktas,"Coldwell Banker Power (team) İstanbul Beşiktaş Nisbetiye Mahallesi 2+1 Oda Kiralık Daire 97,000 TL #19446336",https://www.emlakjet.com/ilan/firsat-besiktas-yusit-luks-21-kiralik-daire-19446336,https://imaj.emlakjet.com/resize/480/360/listing/19446336/3B516FAC78DC89F628D2F50BCC1817E419446336.jpg,2026-06-11 00:48:09,97000,2+1,19446336,Nisbetiye,78,90,21 Ve Üzeri,06 Haziran 2026,Yüksek Giriş,4,Merkezi Doğalgaz,,,2
Emlakjet,istanbul,besiktas,"Tiamo Emlak İstanbul Beşiktaş Dikilitaş Mahallesi 2+1 Oda Kiralık Daire 62,000 TL #19443124",https://www.emlakjet.com/ilan/tiamo-dan-genc-yeni-binada-21-75m-1-kat-kapali-otoparkli-19443124,https://imaj.emlakjet.com/resize/480/360/listing/19443124/D8FD2979390503F7009D092CA1C5FBF719443124.jpg,2026-06-11 00:48:12,62000,2+1,19443124,Dikilitaş,65,75,5-10,10 Haziran 2026,1.Kat,6,Kombi Doğalgaz,Kiracı Oturuyor Yapı Durumu Sıfır Yapı Tipi Betonarme,Boş Aidat 2000 TL Depozito 120000 TL,1
Emlakjet,istanbul,besiktas,"Sahibinden İstanbul Beşiktaş Türkali Mahallesi 3+1 Oda Kiralık Daire 65,000 TL #19440112",https://www.emlakjet.com/ilan/sahibinden-kiralik-19440112,https://imaj.emlakjet.com/resize/480/360/listing/19440112/15F428B5B339250248BCD5976BB2E40B19440112.jpg,2026-06-11 00:48:16,65000,3+1,19440112,Türkali,120,145,21 Ve Üzeri,04 Haziran 2026,5.Kat,5,Kombi Doğalgaz,Boş,Boş,1
Emlakjet,istanbul,besiktas,"Mehmethan Emlak İstanbul Beşiktaş Sinanpaşa Mahallesi 2+1 Oda Kiralık Daire 65,000 TL #19428552",https://www.emlakjet.com/ilan/mehmethan-emlak-tan-ici-komple-sifir-yeni-binada-kiralik-daire-19428552,https://imaj.emlakjet.com/resize/480/360/listing/19428552/C55515D23A2695BFD9D76ADD8C9AA14C19428552.jpg,2026-06-11 00:48:19,65000,2+1,19428552,Sinanpaşa,85,95,11-15,02 Haziran 2026,1.Kat,4,Kombi Doğalgaz,Boş,Eşyalı,1
Emlakjet,istanbul,besiktas,"Mehmethan Emlak İstanbul Beşiktaş Levent Mahallesi 4+1 Oda Kiralık Daire 55,000 TL #19428550",https://www.emlakjet.com/ilan/mehmethan-emlak-metro-sitenin-hemen-arkasi-41-250-metrekare-bos-19428550,https://imaj.emlakjet.com/resize/480/360/listing/19428550/B69310E16F389D971FBAB176C04E737819428550.jpg,2026-06-11 00:48:22,55000,4+1,19428550,Levent,250,260,21 Ve Üzeri,02 Haziran 2026,2.Kat,4,Kombi Doğalgaz,Boş,Boş,1
Emlakjet,istanbul,besiktas,"Asari̇ye Emlak İstanbul Beşiktaş Türkali Mahallesi 1+1 Oda Kiralık Daire 52,000 TL #19417617",https://www.emlakjet.com/ilan/besiktas-merkezde-yeni-binada-kombili-kiralik-arakat-11-daire-19417617,https://imaj.emlakjet.com/resize/480/360/listing/19417617/D71186931EA2150D555A660305CC6ECD19417617.jpg,2026-06-11 00:48:25,52000,1+1,19417617,Türkali,50,60,0 (Yeni),27 Mayıs 2026,3.Kat,5,Kombi Doğalgaz,Boş,Boş,1
Emlakjet,istanbul,besiktas,"Easy Gayrimenkul İstanbul Beşiktaş Ulus Mahallesi 6+1 Oda Kiralık Daire 250,000 TL #19415437",https://www.emlakjet.com/ilan/besiktas-ulus-kelaynak-sok-51-yardimci-odali-42-olarak-kullanima-uygun-kiralik-daire-19415437,https://imaj.emlakjet.com/resize/480/360/listing/19415437/DB5731329F43580D6424462FB44DC9D819415437.jpg,2026-06-11 00:48:28,250000,6+1,19415437,Ulus,290,340,21 Ve Üzeri,26 Mayıs 2026,4.Kat,5,Kombi Doğalgaz,,,
Emlakjet,istanbul,besiktas,"Easy Gayrimenkul İstanbul Beşiktaş Ulus Mahallesi 6+1 Oda Kiralık Daire 250,000 TL #19415436",https://www.emlakjet.com/ilan/ulus-kelaynak-sokak-ta-51hizmetli-odali-mimari-dekorasyonlu-daire-kamer-panorama-etiler-maya-19415436,https://imaj.emlakjet.com/resize/480/360/listing/19415436/B958EF93B16D1CC13E64C0A04FBC806F19415436.jpg,2026-06-11 00:48:32,250000,6+1,19415436,Ulus,290,340,21 Ve Üzeri,26 Mayıs 2026,4.Kat,5,Kombi Doğalgaz,,,3
Emlakjet,istanbul,besiktas,"Partner Gayrimenkul İstanbul Beşiktaş Levazım Mahallesi 3+1 Oda Kiralık Daire 75,000 TL #19412240",https://www.emlakjet.com/ilan/levazim-adakent-te-kiralik-beyaz-esyali-31-daire-19412240,https://imaj.emlakjet.com/resize/480/360/listing/19412240/FA56DB2EA9AB5BF37B7045A0FA6BA78C19412240.jpg,2026-06-11 00:48:35,75000,3+1,19412240,Levazım,100,120,21 Ve Üzeri,25 Mayıs 2026,4.Kat,10,Merkezi Doğalgaz,Kiracı Oturuyor,Boş,1
Emlakjet,istanbul,besiktas,"Tiamo Emlak İstanbul Beşiktaş Dikilitaş Mahallesi 3+1 Oda Kiralık Daire 55,000 TL #19411163",https://www.emlakjet.com/ilan/tiamo-dan-darphane-arkasinda-31-yuksek-giris-merkezi-isitma-19411163,https://imaj.emlakjet.com/resize/480/360/listing/19411163/0875928473363CEF914AF1A5C2FFE56A19411163.jpg,2026-06-11 00:48:38,55000,3+1,19411163,Dikilitaş,100,110,21 Ve Üzeri,10 Haziran 2026,Yüksek Giriş,6,Merkezi Doğalgaz,Kiracı Oturuyor Yapı Durumu İkinci El Yapı Tipi Betonarme,Boş Aidat 1200 TL Depozito 55000 TL,1
Emlakjet,istanbul,besiktas,"Easy Gayrimenkul İstanbul Beşiktaş Ulus Mahallesi 6+1 Oda Kiralık Daire 250,000 TL #19408740",https://www.emlakjet.com/ilan/besiktas-ulus-kamer-karsisi-61-dekorasyonlu-daire-61-for-rent-etiler-levent-19408740,https://imaj.emlakjet.com/resize/480/360/listing/19408740/AF3377B35DCF7373E083E69B768803E819408740.jpg,2026-06-11 00:48:42,250000,6+1,19408740,Ulus,290,340,21 Ve Üzeri,23 Mayıs 2026,3.Kat,4,Merkezi Doğalgaz,,,4
Emlakjet,istanbul,besiktas,"Easy Gayrimenkul İstanbul Beşiktaş Ulus Mahallesi 5+2 Oda Kiralık Daire 250,000 TL #19408739",https://www.emlakjet.com/ilan/etiler-ulus-adnan-saygun-52-terasli-daire-maya-kamer-sarikonaklar-akmerkez-19408739,https://imaj.emlakjet.com/resize/480/360/listing/19408739/94EA513CBB2405711389EE134C298BEC19408739.jpg,2026-06-11 00:48:45,250000,5+2,19408739,Ulus,290,340,21 Ve Üzeri,23 Mayıs 2026,4.Kat,5,Merkezi Doğalgaz,,,4
Emlakjet,istanbul,besiktas,"Easy Gayrimenkul İstanbul Beşiktaş Ulus Mahallesi 6+1 Oda Kiralık Daire 250,000 TL #19408738",https://www.emlakjet.com/ilan/ulus-ta-61-kiralik-esyali-esyasiz-hizmetli-odali-terasli-daire-19408738,https://imaj.emlakjet.com/resize/480/360/listing/19408738/D0D33DA62BC6B94033A901E8C7CF84BD19408738.jpg,2026-06-11 00:48:48,250000,6+1,19408738,Ulus,280,340,21 Ve Üzeri,24 Mayıs 2026,3.Kat,4,Merkezi (Pay Ölçer),,,4
Emlakjet,istanbul,besiktas,"Elçi Gayrimenkul İstanbul Beşiktaş Cihannüma Mahallesi 3+1 Oda Kiralık Daire 45,000 TL #19408008",https://www.emlakjet.com/ilan/besiktas-barbaros-bulvarinda-bakimli-kocaman-terasli-31-daire-19408008,https://imaj.emlakjet.com/resize/480/360/listing/19408008/A1DBC6C1B452C6BC503A185B2A091E7E19408008.jpg,2026-06-11 00:48:51,45000,3+1,19408008,Cihannüma,95,128,21 Ve Üzeri,23 Mayıs 2026,5.Kat,5,Kombi Doğalgaz,,,1
Emlakjet,istanbul,besiktas,"Tiamo Emlak İstanbul Beşiktaş Dikilitaş Mahallesi 2+1 Oda Kiralık Daire 47,500 TL #19405822",https://www.emlakjet.com/ilan/tiamo-dan-genc-yeni-binada-21-kombili-19405822,https://imaj.emlakjet.com/resize/480/360/listing/19405822/54BAC053F8CED8004F7077E4F96A7CEB19405822.jpg,2026-06-11 00:48:54,47500,2+1,19405822,Dikilitaş,70,80,11-15,10 Haziran 2026,Yüksek Giriş,6,Kombi Doğalgaz,Boş Yapı Durumu Sıfır Yapı Tipi Betonarme,Boş Aidat 750 TL Depozito 47500 TL,1
Emlakjet,istanbul,besiktas,"Apex Gayrimenkul İstanbul Beşiktaş Konaklar Mahallesi 1+1 Oda Kiralık Daire 40,000 TL #19403130",https://www.emlakjet.com/ilan/4-levent-te-11-ozel-dizayn-edilmis-kiralik-esyali-luks-daire-19403130,https://imaj.emlakjet.com/resize/480/360/listing/19403130/93453A2E01B2325B98D8D76B8BCE061219403130.jpg,2026-06-11 00:48:57,40000,1+1,19403130,Konaklar,60,70,21 Ve Üzeri,01 Haziran 2026,2.Kat,4,Kombi Doğalgaz,,,1
Emlakjet,istanbul,besiktas,"Easy Gayrimenkul İstanbul Beşiktaş Ulus Mahallesi 6+1 Oda Kiralık Daire 250,000 TL #19399709",https://www.emlakjet.com/ilan/ulus-kamer-girisi-51hizmetli-odali-teras-dublex-kibele-etiler-19399709,https://imaj.emlakjet.com/resize/480/360/listing/19399709/550D07443E30360D3CA3A5A1BD76CED619399709.jpg,2026-06-11 00:49:00,250000,6+1,19399709,Ulus,290,340,21 Ve Üzeri,26 Mayıs 2026,4.Kat,5,Kombi Doğalgaz,,,4
Emlakjet,istanbul,sisli,"Edes Gayri̇menkul İstanbul Şişli İzzet Paşa Mahallesi 2+1 Oda Kiralık Daire 38,500 TL #19202666",https://www.emlakjet.com/ilan/esyali-kiralik-daire-sisli-21-19202666,https://imaj.emlakjet.com/resize/480/360/listing/19202666/B367681263D768DC201138E52A08923A19202666.jpg,2026-06-11 00:49:06,38500,2+1,19202666,,85,90,21 Ve Üzeri,07 Nisan 2026,Yüksek Giriş,5,Kombi Doğalgaz,Boş,Eşyalı,1
Emlakjet,istanbul,sisli,"Metropol Emlak İstanbul Şişli 19 Mayıs Mahallesi 2+1 Oda Kiralık Daire 45,000 TL #19463146",https://www.emlakjet.com/ilan/sisli-fulya-elit-rezidance-yani-21-kombili-temiz-ferah-daire-19463146,https://imaj.emlakjet.com/resize/480/360/listing/19463146/FD8B4968997420C47A9E5E322C970FEF19463146.jpg,2026-06-11 00:49:09,45000,2+1,19463146,,80,90,21 Ve Üzeri,10 Haziran 2026,4.Kat,6,Kombi Doğalgaz,,,1
Emlakjet,istanbul,sisli,"Mehmethan Emlak İstanbul Şişli Mecidiyeköy Mahallesi 3+1 Oda Kiralık Daire 42,000 TL #19463126",https://www.emlakjet.com/ilan/mecidiyekoy-de-cadde-uzerinde-genis-ferah-31-daire-19463126,https://imaj.emlakjet.com/resize/480/360/listing/19463126/BC10AC992104584D114B6374053FC1F819463126.jpg,2026-06-11 00:49:12,42000,3+1,19463126,,120,130,21 Ve Üzeri,10 Haziran 2026,6.Kat,6,Kombi Doğalgaz,Boş,Boş,1
Emlakjet,istanbul,sisli,"Fcs Gayri̇menkul Yatirim Ltd. Şti̇. İstanbul Şişli Kuştepe Mahallesi 2+1 Oda Kiralık Daire 26,000 TL #19462780",https://www.emlakjet.com/ilan/mecidiyekoy-kustepe-de-21-asansorlu-otoparkli-kiralik-daire-19462780,https://imaj.emlakjet.com/resize/480/360/listing/19462780/9A67A0DAB0A40D859F223608114855A319462780.jpg,2026-06-11 00:49:15,26000,2+1,19462780,,60,75,16-20,10 Haziran 2026,2.Kat,6,Kombi Doğalgaz,Kiracı Oturuyor,Boş,1
Emlakjet,istanbul,sisli,"Logos Gayrimenkul İstanbul Şişli Teşvikiye Mahallesi 2+1 Oda Kiralık Daire 120,000 TL #19462716",https://www.emlakjet.com/ilan/nisantasi-otoparkli-guvenlikli-esyali-19462716,https://imaj.emlakjet.com/resize/480/360/listing/19462716/FA483EDC00C286C8462E33C8D378568A19462716.jpg,2026-06-11 00:49:18,120000,2+1,19462716,,86,110,11-15,10 Haziran 2026,Düz Giriş (Zemin),5,Merkezi Doğalgaz,Boş,Eşyalı,2
Emlakjet,istanbul,sisli,"Sahar Masoumi Lux Gayri̇menkul İstanbul Şişli Cumhuriyet Mahallesi 1+1 Oda Kiralık Daire 77,000 TL #19462296",https://www.emlakjet.com/ilan/sisli-bomonti-queen-de-11-esyali-ozel-yapim-daire-19462296,https://imaj.emlakjet.com/resize/480/360/listing/19462296/50FC73E48B486517AEE0E528D8C21B5C19462296.jpg,2026-06-11 00:49:21,77000,1+1,19462296,,75,85,5-10,10 Haziran 2026,21.Kat,30,Yerden Isıtma,Boş,Eşyalı,1
Emlakjet,istanbul,sisli,"Network Gayrimenkul İstanbul Şişli Kuştepe Mahallesi 1+1 Oda Kiralık Daire 36,000 TL #19461505",https://www.emlakjet.com/ilan/ana-cadde-de-merkezi-lokasyonda-metro-ve-metrobuse-yakin-11-19461505,https://imaj.emlakjet.com/resize/480/360/listing/19461505/DB76CA663FA67097B45AAE10EDB31DF919461505.jpg,2026-06-11 00:49:24,36000,1+1,19461505,,50,60,5-10,10 Haziran 2026,1.Kat,5,Kombi Doğalgaz,Boş,Eşyalı Aidat 400 TL,1
Emlakjet,istanbul,sisli,"Novas Gayri̇menkul İstanbul Şişli Kuştepe Mahallesi 1+1 Oda Kiralık Daire 21,000 TL #19454954",https://www.emlakjet.com/ilan/trump-avm-2-dk-faturalar-dahil-11-esyali-daire-19454954,https://imaj.emlakjet.com/resize/480/360/listing/19454954/305246924FCFFE1BB80B16F38D513AD619454954.jpg,2026-06-11 00:49:27,21000,1+1,19454954,,35,40,16-20,08 Haziran 2026,Düz Giriş (Zemin),2,Kombi Doğalgaz,,,1
Emlakjet,istanbul,sisli,"Şi̇şli̇ Home Emlak İstanbul Şişli Duatepe Mahallesi 4+1 Oda Kiralık Daire 50,000 TL #19454322",https://www.emlakjet.com/ilan/bomonti-de-41-bos-kiralik-daire-19454322,https://imaj.emlakjet.com/resize/480/360/listing/19454322/0AAF62B9729BF6B3BE74A09FACC72B8019454322.jpg,2026-06-11 00:49:30,50000,4+1,19454322,,130,150,21 Ve Üzeri,08 Haziran 2026,3.Kat,5,Kombi Doğalgaz,,,2
Emlakjet,istanbul,sisli,"Network Gayrimenkul İstanbul Şişli Mecidiyeköy Mahallesi 1+1 Oda Kiralık Daire 42,000 TL #19452959",https://www.emlakjet.com/ilan/esyalicadde-uzeri-mecidiyekoy-meydan-10dk-arakat-duz-ayak-11-19452959,https://imaj.emlakjet.com/resize/480/360/listing/19452959/6FE971D2E4BCCDE742673470E6FF25CC19452959.jpg,2026-06-11 00:49:33,42000,1+1,19452959,,50,55,16-20,08 Haziran 2026,4.Kat,5,Kombi Doğalgaz,Boş,Eşyalı Aidat 550 TL,1
Emlakjet,istanbul,sisli,"Network Gayrimenkul İstanbul Şişli Mecidiyeköy Mahallesi 2+1 Oda Kiralık Daire 27,500 TL #19452958",https://www.emlakjet.com/ilan/mecidiyekoy-de-esyali-kiralik-21-daire-trump-towers-yakini-19452958,https://imaj.emlakjet.com/resize/480/360/listing/19452958/479CD253C64E34CAD3A38F9EE44415AB19452958.jpg,2026-06-11 00:49:36,27500,2+1,19452958,,60,65,11-15,08 Haziran 2026,Düz Giriş (Zemin),5,Kombi Doğalgaz,Boş,Eşyalı,1
Emlakjet,istanbul,sisli,"Bilgibir Gayrimenkul İstanbul Şişli Fulya Mahallesi 1+1 Oda Kiralık Daire 25,000 TL #19452536",https://www.emlakjet.com/ilan/fulya-da-11-merkezi-konumda-kiralik-daire-19452536,https://imaj.emlakjet.com/resize/480/360/listing/19452536/757488BA467ECE7EDBA2C191FEAAF87319452536.jpg,2026-06-11 00:49:39,25000,1+1,19452536,,50,65,5-10,07 Haziran 2026,Düz Giriş (Zemin),4,Kombi Doğalgaz,,,1
Emlakjet,istanbul,sisli,"Century 21 Müjde İstanbul Şişli Halide Edip Adıvar Mahallesi 2+1 Oda Kiralık Daire 56,000 TL #19452293",https://www.emlakjet.com/ilan/perpaya-ve-hastanelere-yakin-otoparkli-esyali-21-80m2-daire-19452293,https://imaj.emlakjet.com/resize/480/360/listing/19452293/A3E4B3A086A40CF19131FE9922B84CB419452293.jpg,2026-06-11 00:49:43,56000,2+1,19452293,,70,80,5-10,08 Haziran 2026,Yüksek Giriş,5,Kombi Doğalgaz,,,1
Emlakjet,istanbul,sisli,"Task Yaşam Gayri̇menkul İstanbul Şişli Mecidiyeköy Mahallesi 3+1 Oda Kiralık Daire 75,000 TL #19451928",https://www.emlakjet.com/ilan/mecidiyekoy-avrupa-konutlari-yani-esyali-kiralik-31-daire-19451928,https://imaj.emlakjet.com/resize/480/360/listing/19451928/5644269E3FB9E5771457C61C92578CCF19451928.jpg,2026-06-11 00:49:46,75000,3+1,19451928,,90,100,21 Ve Üzeri,07 Haziran 2026,1.Kat,5,Kombi Doğalgaz,Boş,Eşyalı,1
Emlakjet,istanbul,sisli,"Task Yaşam Gayri̇menkul İstanbul Şişli Teşvikiye Mahallesi 2+1 Oda Kiralık Daire 46,000 TL #19451926",https://www.emlakjet.com/ilan/nisantasi-tesvikiye-haci-emin-sokak-ta-21-bahce-kati-19451926,https://imaj.emlakjet.com/resize/480/360/listing/19451926/21C9A6A068CC6BEDB630D0A41C456B9D19451926.jpg,2026-06-11 00:49:49,46000,2+1,19451926,,70,90,21 Ve Üzeri,07 Haziran 2026,Bahçe Katı,4,Merkezi Doğalgaz,Boş,Boş,1
Emlakjet,istanbul,sisli,"Tuncay İnşaat & Gayri̇menkul İstanbul Şişli Kuştepe Mahallesi 2+1 Oda Kiralık Daire 35,000 TL #19451500",https://www.emlakjet.com/ilan/tuncay-dan-sisli-de-metro-metrobuse-13dk-ara-kat-21-esyali-19451500,https://imaj.emlakjet.com/resize/480/360/listing/19451500/A5DA31A0E338447593E53E03254656E119451500.jpg,2026-06-11 00:49:52,35000,2+1,19451500,,60,65,21 Ve Üzeri,07 Haziran 2026,2.Kat,4,Kombi Doğalgaz,,,1
Emlakjet,istanbul,sisli,"Sahar Masoumi Lux Gayri̇menkul İstanbul Şişli 19 Mayıs Mahallesi 1+1 Oda Kiralık Daire 37,000 TL #19462295",https://www.emlakjet.com/ilan/sisli-camiye-yakin-faturalar-dahil-7-yasinda-yeni-daire-19462295,https://imaj.emlakjet.com/resize/480/360/listing/19462295/1FA4B39C668AB1BD7E5AD7B7FC77296119462295.jpg,2026-06-11 00:49:55,37000,1+1,19462295,,50,70,5-10,10 Haziran 2026,Bahçe Katı,7,Kombi Doğalgaz,Boş,Boş,1
Emlakjet,istanbul,sisli,"Network Gayrimenkul İstanbul Şişli Kuştepe Mahallesi 1+1 Oda Kiralık Daire 36,000 TL #19461503",https://www.emlakjet.com/ilan/ana-cadde-de-merkezi-lokasyonda-metro-ve-metrobuse-yakin-11-19461503,https://imaj.emlakjet.com/resize/480/360/listing/19461503/D666B29ECD60DAA9BC10598B03FDED6819461503.jpg,2026-06-11 00:49:58,36000,1+1,19461503,,50,60,5-10,10 Haziran 2026,1.Kat,5,Kombi Doğalgaz,Boş,Eşyalı,1
Emlakjet,istanbul,sisli,"Network Gayrimenkul İstanbul Şişli Mecidiyeköy Mahallesi 1+1 Oda Kiralık Daire 42,000 TL #19452954",https://www.emlakjet.com/ilan/esyalicadde-uzeri-mecidiyekoy-meydan-10dk-arakat-duz-ayak-11-19452954,https://imaj.emlakjet.com/resize/480/360/listing/19452954/C9F5F84F1CC247067AF5ACBDD654F0DA19452954.jpg,2026-06-11 00:50:01,42000,1+1,19452954,,50,55,16-20,08 Haziran 2026,4.Kat,5,Kombi Doğalgaz,Boş,Eşyalı,1
Emlakjet,istanbul,sisli,"Adres Gayrimenkul İstanbul Şişli Gülbahar Mahallesi 1+1 Oda Kiralık Daire 43,000 TL #19449680",https://www.emlakjet.com/ilan/sisli-gulbahar-mh-esyali-11-47m2-kiralik-daire-19449680,https://imaj.emlakjet.com/resize/480/360/listing/19449680/A5AB23E1DA038215D287D1C0AB1F48BC19449680.jpg,2026-06-11 00:50:04,43000,1+1,19449680,,47,55,0 (Yeni),06 Haziran 2026,4.Kat,15,Kombi Doğalgaz,,,1
Emlakjet,istanbul,sisli,"Paranın Merkezi Gayrimenkul İstanbul Şişli Kuştepe Mahallesi 2+1 Oda Kiralık Daire 35,000 TL #19448276",https://www.emlakjet.com/ilan/cadde-arkasi-yeni-bina-1-kat-full-esyali-21-luks-metro-14dk-19448276,https://imaj.emlakjet.com/resize/480/360/listing/19448276/A3B25EC7C1D70FC8B83AF5F8E42C1DA719448276.jpg,2026-06-11 00:50:07,35000,2+1,19448276,,60,65,5-10,09 Haziran 2026,1.Kat,5,Kombi Doğalgaz,,,1
