source_site,city,district,title,listing_url,image_url,date_collected,price,room_count,listing_id,neighborhood,net_m2,gross_m2,building_age,listing_update_date,floor,total_floors,heating_type,usage_status,furnished_status,bathroom_count
Emlakjet,istanbul,kadikoy,"Remax Goal İstanbul Kadıköy Caferağa Mahallesi 1+1 Oda Kiralık Daire 60,000 TL #19452118",https://www.emlakjet.com/ilan/kadikoy-moda-da-sifir-11-kiralik-daire-45m-19452118,https://imaj.emlakjet.com/resize/480/360/listing/19452118/B36F358B3B858AA633748E17B397FD0419452118.jpg,2026-06-11 00:44:49,60000,1+1,19452118,Caferağa,45,55,0 (Yeni),07 Haziran 2026,3.Kat,5,Kombi Doğalgaz,Boş,Boş,1
Emlakjet,istanbul,kadikoy,"İstanbul Elit Gayrimenkul İstanbul Kadıköy Dumlupınar Mahallesi 1+1 Oda Kiralık Daire 42,000 TL #19451978",https://www.emlakjet.com/ilan/emlak-konut-16-etap-11-19451978,https://imaj.emlakjet.com/resize/480/360/listing/19451978/D037652562A815E584803764E8720EC819451978.jpg,2026-06-11 00:44:54,42000,1+1,19451978,Dumlupınar,42,52,1,08 Haziran 2026,15.Kat,23,Merkezi (Pay Ölçer),,,1
Emlakjet,istanbul,kadikoy,"İstanbul Elit Gayrimenkul İstanbul Kadıköy Dumlupınar Mahallesi 2+1 Oda Kiralık Daire 55,000 TL #19451947",https://www.emlakjet.com/ilan/fikirtepe-emlak-konutta-16-etap-21-19451947,https://imaj.emlakjet.com/resize/480/360/listing/19451947/CDF3F073642381DC93A9CF4F382EC2B319451947.jpeg,2026-06-11 00:44:56,55000,2+1,19451947,Dumlupınar,65,72,0 (Yeni),07 Haziran 2026,9.Kat,23,Merkezi (Pay Ölçer),,,1
Emlakjet,istanbul,kadikoy,"Nova Cadde Emlak İstanbul Kadıköy Bostancı Mahallesi 2+1 Oda Kiralık Daire 76,500 TL #19451624",https://www.emlakjet.com/ilan/bostanci-yeni-binada-genis-mutfak-balkonlu-21-kiralik-daire-19451624,https://imaj.emlakjet.com/resize/480/360/listing/19451624/9F0492A646B100B0A9B287DC40245F1619451624.jpg,2026-06-11 00:44:59,76500,2+1,19451624,Bostancı,75,100,0 (Yeni),07 Haziran 2026,1.Kat,11,Merkezi (Pay Ölçer),Boş,Boş,1
Emlakjet,istanbul,kadikoy,"Mnc Gayrimenkul İstanbul Kadıköy Feneryolu Mahallesi 2+1 Oda Kiralık Daire 55,000 TL #19451027",https://www.emlakjet.com/ilan/feneryolu-nda-yeni-binada-park-yakini-21-kiralik-daire-19451027,https://imaj.emlakjet.com/resize/480/360/listing/19451027/6150C91509EE32AEAC9C01FAD45621F019451027.jpg,2026-06-11 00:45:03,55000,2+1,19451027,Feneryolu,48,58,0 (Yeni),08 Haziran 2026,Düz Giriş (Zemin),11,Kombi Doğalgaz,Boş,Boş,1
Emlakjet,istanbul,kadikoy,"Remax Eksen İstanbul Kadıköy Erenköy Mahallesi 3+1 Oda Kiralık Daire 72,500 TL #19450771",https://www.emlakjet.com/ilan/erenkoyde-uc-cepheli-otoparkli-kiralik-31-daire-19450771,https://imaj.emlakjet.com/resize/480/360/listing/19450771/D1697DAC3896CBA7B62AD95C13B934BF19450771.jpg,2026-06-11 00:45:06,72500,3+1,19450771,Erenköy,110,130,21 Ve Üzeri,07 Haziran 2026,9.Kat,11,Merkezi Doğalgaz,Boş,Boş,1
Emlakjet,istanbul,kadikoy,"Remax Eksen İstanbul Kadıköy Acıbadem Mahallesi 3+1 Oda Kiralık Daire 47,500 TL #19450767",https://www.emlakjet.com/ilan/acibadem-metro-ya-cok-yakin-yuksek-giris-31-kiralik-19450767,https://imaj.emlakjet.com/resize/480/360/listing/19450767/6A644E06BD79414B6D4574B82E83C86519450767.jpg,2026-06-11 00:45:08,47500,3+1,19450767,Acıbadem,85,110,21 Ve Üzeri,07 Haziran 2026,Yüksek Giriş,4,Merkezi Doğalgaz,,,1
Emlakjet,istanbul,kadikoy,"Erciyes Emlak İstanbul Kadıköy Kozyatağı Mahallesi 2+1 Oda Kiralık Daire 48,000 TL #19449292",https://www.emlakjet.com/ilan/erciyes-den-kozyatagi-belediye-bloklarinda-21-masrafsiz-kiralik-19449292,https://imaj.emlakjet.com/resize/480/360/listing/19449292/B6A325608300FE6BA1CCBF9C4846B42019449292.jpg,2026-06-11 00:45:11,48000,2+1,19449292,Kozyatağı,80,100,21 Ve Üzeri,06 Haziran 2026,2.Kat,7,Merkezi Doğalgaz,Boş,Boş,1
Emlakjet,istanbul,kadikoy,"Gri Gayrimenkul İstanbul Kadıköy Erenköy Mahallesi 3+1 Oda Kiralık Daire 115,000 TL #19448031",https://www.emlakjet.com/ilan/erenkoy-divan-yani-bagdat-caddesi-yakininda-luks-31-kiralik-19448031,https://imaj.emlakjet.com/resize/480/360/listing/19448031/03A629F4D37659942B875712264EC2AD19448031.jpg,2026-06-11 00:45:15,115000,3+1,19448031,Erenköy,95,120,21 Ve Üzeri,06 Haziran 2026,9.Kat,9,Kombi Doğalgaz,,,2
Emlakjet,istanbul,kadikoy,"Sahibinden İstanbul Kadıköy Bostancı Mahallesi 2+1 Oda Kiralık Daire 110,000 TL #19446694",https://www.emlakjet.com/ilan/sadece-is-yerine-aracisiz-sahibinden-1-ci-kat-sifir-bina-19446694,https://imaj.emlakjet.com/resize/480/360/listing/19446694/3DF622DC470271B4779B9B9C1DF60C5A19446694.jpeg,2026-06-11 00:45:18,110000,2+1,19446694,Bostancı,80,90,0 (Yeni),06 Haziran 2026,Kot 1 (-1).Kat,3,Kombi Doğalgaz,,,1
Emlakjet,istanbul,kadikoy,"Adress Gayrimenkul İstanbul Kadıköy Osmanağa Mahallesi 2+1 Oda Kiralık Daire 85,000 TL #19446684",https://www.emlakjet.com/ilan/kadikoy-merkezde-sanatcilar-sokaginda-masrafsiz-esyali-21-daire-19446684,https://imaj.emlakjet.com/resize/480/360/listing/19446684/62A693A97C2193E69721152743227EAB19446684.jpg,2026-06-11 00:45:21,85000,2+1,19446684,Osmanağa,70,80,21 Ve Üzeri,06 Haziran 2026,4.Kat,4,Kombi Doğalgaz,Boş,Eşyalı,1
Emlakjet,istanbul,kadikoy,"Akti̇f Team İstanbul Kadıköy Acıbadem Mahallesi 2+1 Oda Kiralık Daire 50,000 TL #19445443",https://www.emlakjet.com/ilan/acibadem-de-merkezi-konumda-genis-ve-kullanisli-21-kiralik-daire-19445443,https://imaj.emlakjet.com/resize/480/360/listing/19445443/86C11968FD3789C7F65B488447106DAE19445443.jpeg,2026-06-11 00:45:24,50000,2+1,19445443,Acıbadem,100,115,21 Ve Üzeri,05 Haziran 2026,Kot 3 (-3).Kat,4,Merkezi Doğalgaz,,,1
Emlakjet,istanbul,kadikoy,"Feneryolu Emlak İstanbul Kadıköy Eğitim Mahallesi 3+1 Oda Kiralık Daire 70,000 TL #19441320",https://www.emlakjet.com/ilan/az-katli-genc-binada-siding-kaplamali-minibus-yoluna-cok-yakin-19441320,https://imaj.emlakjet.com/resize/480/360/listing/19441320/8666B638367C178D0CFE087F05E4B0F019441320.jpg,2026-06-11 00:45:29,70000,3+1,19441320,Eğitim,120,140,16-20,05 Haziran 2026,4.Kat,4,Kombi Doğalgaz,Kiracı Oturuyor,Boş,1
Emlakjet,istanbul,kadikoy,"Turyap Feneryolu Temsi̇lci̇li̇ği̇ İstanbul Kadıköy Merdivenköy Mahallesi 3+1 Oda Kiralık Daire 50,000 TL #19441178",https://www.emlakjet.com/ilan/kadikoy-goztepe-merdivenkoyde-6-ayligina-kiralik-31-daire-19441178,https://imaj.emlakjet.com/resize/480/360/listing/19441178/A1DBC6C1B452C6BC503A185B2A091E7E19441178.jpg,2026-06-11 00:45:32,50000,3+1,19441178,Merdivenköy,100,130,21 Ve Üzeri,04 Haziran 2026,3.Kat,6,Merkezi Doğalgaz,,,1
Emlakjet,istanbul,kadikoy,"İstanbul Elit Gayrimenkul İstanbul Kadıköy Dumlupınar Mahallesi 2+1 Oda Kiralık Daire 55,000 TL #19437306",https://www.emlakjet.com/ilan/fikirtepe-emlak-konut-16-etap-a2-blokta-21-kiralik-daire-19437306,https://imaj.emlakjet.com/resize/480/360/listing/19437306/8E28447E943DEB18EFEFBC73F21E5DBC19437306.jpg,2026-06-11 00:45:35,55000,2+1,19437306,Dumlupınar,65,75,0 (Yeni),04 Haziran 2026,9.Kat,22,Merkezi (Pay Ölçer),Boş,Boş,1
Emlakjet,istanbul,kadikoy,"İstanbul Elit Gayrimenkul İstanbul Kadıköy Dumlupınar Mahallesi 1+1 Oda Kiralık Daire 40,000 TL #19437304",https://www.emlakjet.com/ilan/fikirtepe-emlak-konut-16-etap-ara-kat-11-kiralik-daire-19437304,https://imaj.emlakjet.com/resize/480/360/listing/19437304/48950DA2906CA7FC4A7786294C54BEE919437304.jpg,2026-06-11 00:45:39,40000,1+1,19437304,Dumlupınar,42,52,0 (Yeni),04 Haziran 2026,6.Kat,22,Merkezi (Pay Ölçer),Boş,Boş,1
Emlakjet,istanbul,kadikoy,"Restate Partner İstanbul Kadıköy Suadiye Mahallesi 2+1 Oda Kiralık Daire 85,000 TL #19437111",https://www.emlakjet.com/ilan/kadikoy-suadiye-kiralik-21-daire-19437111,https://imaj.emlakjet.com/resize/480/360/listing/19437111/84A1697EA2D9CCDECE29E46C5AFCA44D19437111.jpg,2026-06-11 00:45:42,85000,2+1,19437111,Suadiye,90,110,5-10,04 Haziran 2026,7.Kat,14,Kombi Doğalgaz,Boş,Eşyalı,1
Emlakjet,istanbul,kadikoy,"Century21 Perfect İstanbul Kadıköy Feneryolu Mahallesi 2+1 Oda Kiralık Daire 85,000 TL #19437083",https://www.emlakjet.com/ilan/feneryolu-marmaray-a-yakin-otoparkli-21-kiralik-daire-19437083,https://imaj.emlakjet.com/resize/480/360/listing/19437083/D32FA812B2A4CF8A8A4763C6E69BAB2619437083.jpg,2026-06-11 00:45:45,85000,2+1,19437083,Feneryolu,69,85,5-10,04 Haziran 2026,7.Kat,14,Kombi Doğalgaz,Boş,Boş,1
Emlakjet,istanbul,kadikoy,"Ori̇ent Gayri̇menkul İstanbul Kadıköy Dumlupınar Mahallesi 1+1 Oda Kiralık Daire 44,000 TL #19436783",https://www.emlakjet.com/ilan/yeni-fikirtepe-emlak-konut-5-etap-11-7-kat-40m-net-19436783,https://imaj.emlakjet.com/resize/480/360/listing/19436783/2B78CA080E53412FE25C00A62E1714E119436783.jpg,2026-06-11 00:45:49,44000,1+1,19436783,Dumlupınar,40,60,0 (Yeni),04 Haziran 2026,7.Kat,19,Yerden Isıtma,Boş,Boş,1
Emlakjet,istanbul,uskudar,"F - L Emlak İstanbul Üsküdar Bulgurlu Mahallesi 2+1 Oda Kiralık Daire 60,000 TL #19465405",https://www.emlakjet.com/ilan/fl-emlaktan-bulguru-metro-yakini-21-sifir-arakat-19465405,https://imaj.emlakjet.com/resize/480/360/listing/19465405/1E8738393A84FC6E6E866C8B91B371F119465405.jpg,2026-06-11 00:45:54,60000,2+1,19465405,Bulgurlu,90,105,0 (Yeni),10 Haziran 2026,4.Kat,5,Kombi Doğalgaz,,,2
Emlakjet,istanbul,uskudar,"Optimum Gayrimenkul İstanbul Üsküdar Ünalan Mahallesi 2+1 Oda Kiralık Daire 51,000 TL #19464262",https://www.emlakjet.com/ilan/unalan-kiralik-21-esyali-daire-metro-metrobus-19464262,https://imaj.emlakjet.com/resize/480/360/listing/19464262/83F61CBEC8D8363184E1CF1FDE9CDFC019464262.jpg,2026-06-11 00:45:57,51000,2+1,19464262,Ünalan,70,80,11-15,10 Haziran 2026,2.Kat,3,Kombi Doğalgaz,Boş,Eşyalı,1
Emlakjet,istanbul,uskudar,"Azizoğlu Gayrimenkul İstanbul Üsküdar Bulgurlu Mahallesi 3+1 Oda Kiralık Daire 65,000 TL #19464015",https://www.emlakjet.com/ilan/azizoglu-gayrimenkulden-uskudar-bulgurlu-mah-kiralik-31-sifir-19464015,https://imaj.emlakjet.com/resize/480/360/listing/19464015/9A39F766204ECEA569FF92889252EABC19464015.jpg,2026-06-11 00:46:00,65000,3+1,19464015,Bulgurlu,95,110,0 (Yeni),10 Haziran 2026,1.Kat,5,Kombi Doğalgaz,Boş,Boş,1
Emlakjet,istanbul,uskudar,"As Emlak İstanbul Üsküdar İcadiye Mahallesi 2+1 Oda Kiralık Daire 77,500 TL #19464001",https://www.emlakjet.com/ilan/as-emlak-tan-21-icadiyede-yeni-binada-full-esyali-2-kat-daire-19464001,https://imaj.emlakjet.com/resize/480/360/listing/19464001/63C85D8FEA3A65F4A0888E30607C53A719464001.JPG,2026-06-11 00:46:03,77500,2+1,19464001,İcadiye,75,80,3,10 Haziran 2026,2.Kat,4,Kombi Doğalgaz,Boş Yapı Durumu İkinci El Yapı Tipi Betonarme,Eşyalı Aidat 750 TL Depozito 77500 TL,1
Emlakjet,istanbul,uskudar,"Realist Gayrimenkul İstanbul Üsküdar Bahçelievler Mahallesi 2+1 Oda Kiralık Daire 54,000 TL #19463382",https://www.emlakjet.com/ilan/bahcelievler-mh-kapali-otoparkli-ebevyn-banyolu-21-daire-19463382,https://imaj.emlakjet.com/resize/480/360/listing/19463382/05FE707F0B2FE08D1F11143E680FE12119463382.jpg,2026-06-11 00:46:06,54000,2+1,19463382,Bahçelievler,75,95,0 (Yeni),10 Haziran 2026,3.Kat,5,Kombi Doğalgaz,,,2
Emlakjet,istanbul,uskudar,"Realist Gayrimenkul İstanbul Üsküdar Ferah Mahallesi 2+1 Oda Kiralık Daire 45,000 TL #19462171",https://www.emlakjet.com/ilan/ferah-mahallesi-ana-caddeye-yurume-mesafesinde-21-kiralik-daire-19462171,https://imaj.emlakjet.com/resize/480/360/listing/19462171/F6259BFAA65E66256AADB07A55DC0A9219462171.jpg,2026-06-11 00:46:09,45000,2+1,19462171,Ferah,75,85,5-10,10 Haziran 2026,2.Kat,3,Kombi Doğalgaz,,,1
Emlakjet,istanbul,uskudar,"Remax Ani İstanbul Üsküdar Yavuztürk Mahallesi 3+1 Oda Kiralık Daire 40,000 TL #19462094",https://www.emlakjet.com/ilan/remax-ani-dan-uskudar-yavuzturk-te-kiralik-31-daire-19462094,https://imaj.emlakjet.com/resize/480/360/listing/19462094/D0B784BEEE03EF4AA08DD7A689F17E4D19462094.jpg,2026-06-11 00:46:12,40000,3+1,19462094,Yavuztürk,145,155,16-20,10 Haziran 2026,4.Kat,4,Kombi Doğalgaz,,,2
Emlakjet,istanbul,uskudar,"Yanki Grup Gayri̇menkul İstanbul Üsküdar Valide i Atik Mahallesi 2+1 Oda Kiralık Daire 47,500 TL #19459951",https://www.emlakjet.com/ilan/yanki-dan-nev-carsiya-yakin-ici-sifir-21-kiralik-95-m2-daire-19459951,https://imaj.emlakjet.com/resize/480/360/listing/19459951/63C85D8FEA3A65F4A0888E30607C53A719459951.JPG,2026-06-11 00:46:15,47500,2+1,19459951,Valide i Atik,90,95,21 Ve Üzeri,09 Haziran 2026,1.Kat,3,Kombi Doğalgaz,,,1
Emlakjet,istanbul,uskudar,"Halil Güler Gyo İstanbul Üsküdar Burhaniye Mahallesi 3+1 Oda Kiralık Daire 82,500 TL #19459316",https://www.emlakjet.com/ilan/uskudar-burhaniye-deniz-manzarali-kiralik-3-51-daire-halil-guler-19459316,https://imaj.emlakjet.com/resize/480/360/listing/19459316/12A804423F142DCE87A56FACE618802C19459316.jpg,2026-06-11 00:46:18,82500,3+1,19459316,Burhaniye,210,243,21 Ve Üzeri,10 Haziran 2026,4.Kat,5,Kombi Doğalgaz,,,2
Emlakjet,istanbul,uskudar,"Realist Gayrimenkul İstanbul Üsküdar Çengelköy Mahallesi 3+1 Oda Kiralık Daire 55,000 TL #19459056",https://www.emlakjet.com/ilan/cengelkoy-ata-2-sitesinde-dekorasyonlu-31-kiralik-kose-daire-19459056,https://imaj.emlakjet.com/resize/480/360/listing/19459056/2B9BDC2498D13A6D2094AC38C8A7150519459056.jpg,2026-06-11 00:46:21,55000,3+1,19459056,Çengelköy,115,145,21 Ve Üzeri,09 Haziran 2026,1.Kat,4,Merkezi Doğalgaz,,,1
Emlakjet,istanbul,uskudar,"Gold Gayri̇menkul Danişmanliği İstanbul Üsküdar Aziz Mahmut Hüdayi Mahallesi 3+1 Oda Kiralık Daire 67,000 TL #19457761",https://www.emlakjet.com/ilan/uskudar-merkezde-aziz-mahmut-hudayi-ye-yakin-asansorlu-ara-kat-19457761,https://imaj.emlakjet.com/resize/480/360/listing/19457761/D105B66D9EF9658261F83EC02B500F3C19457761.jpg,2026-06-11 00:46:24,67000,3+1,19457761,Aziz Mahmut Hüdayi,110,125,21 Ve Üzeri,09 Haziran 2026,3.Kat,5,Kombi Doğalgaz,,,2
Emlakjet,istanbul,uskudar,"Altay Emlak İstanbul Üsküdar Valide i Atik Mahallesi 2+1 Oda Kiralık Daire 28,000 TL #19456094",https://www.emlakjet.com/ilan/zeynep-kamil-de-ana-caddeye-yakin-21-giris-28-000tl-19456094,https://imaj.emlakjet.com/resize/480/360/listing/19456094/91E73DDDF6911FAD8176817B6AAB486D19456094.jpg,2026-06-11 00:46:27,28000,2+1,19456094,Valide i Atik,65,80,21 Ve Üzeri,08 Haziran 2026,Yüksek Giriş,4,Kombi Doğalgaz,,,1
Emlakjet,istanbul,uskudar,"Anka Birleşik Emlak İstanbul Üsküdar Bulgurlu Mahallesi 2+1 Oda Kiralık Daire 48,000 TL #19455913",https://www.emlakjet.com/ilan/bulgurlu-merkezde-metro-7dk-ara-kat-ferah-21-kiralik-daire-19455913,https://imaj.emlakjet.com/resize/480/360/listing/19455913/7F84A1BA6F4E2B9013BA97271CDADF0F19455913.jpg,2026-06-11 00:46:31,48000,2+1,19455913,Bulgurlu,70,85,11-15,08 Haziran 2026,2.Kat,3,Kombi Doğalgaz,,,1
Emlakjet,istanbul,uskudar,"Anka Birleşik Emlak İstanbul Üsküdar Bulgurlu Mahallesi 2+2 Oda Kiralık Daire 55,000 TL #19455849",https://www.emlakjet.com/ilan/anka-dan-bulgurlu-libadiye-de-dubleks-22-kiralik-daire-19455849,https://imaj.emlakjet.com/resize/480/360/listing/19455849/0C81779EA3CF017F4B79FCC967891DB619455849.jpg,2026-06-11 00:46:34,55000,2+2,19455849,Bulgurlu,110,120,11-15,08 Haziran 2026,3.Kat,3,Kombi Doğalgaz,,,2
Emlakjet,istanbul,uskudar,"Halil Güler Gyo İstanbul Üsküdar Burhaniye Mahallesi 3.5+1 Oda Kiralık Daire 80,000 TL #19455670",https://www.emlakjet.com/ilan/uskudar-burhaniye-deniz-manzarali-kiralik-41-daire-halil-guler-19455670,https://imaj.emlakjet.com/resize/480/360/listing/19455670/69EB2ACBE69D3797A20247DA939B949819455670.jpg,2026-06-11 00:46:37,80000,3.5+1,19455670,Burhaniye,210,243,21 Ve Üzeri,09 Haziran 2026,4.Kat,5,Kombi Doğalgaz,,,2
Emlakjet,istanbul,uskudar,"Eles Gayri̇menkul İstanbul Üsküdar Kirazlıtepe Mahallesi 2+1 Oda Kiralık Daire 20,000 TL #19455002",https://www.emlakjet.com/ilan/eles-gayrimenkulden-kirazlitepe-ayvalik-caddesinde-kiralik-21-19455002,https://imaj.emlakjet.com/resize/480/360/listing/19455002/44713E76095D18078347835DAC16289E19455002.jpg,2026-06-11 00:46:40,20000,2+1,19455002,Kirazlıtepe,85,100,21 Ve Üzeri,08 Haziran 2026,Düz Giriş (Zemin),3,Doğalgaz Sobalı,,,1
Emlakjet,istanbul,uskudar,"Tura Gayrimenkul Danışmanlık İstanbul Üsküdar Bulgurlu Mahallesi 2+1 Oda Kiralık Daire 36,000 TL #19454532",https://www.emlakjet.com/ilan/bulgurlu-merkez-de-giris-kati-21-daire-19454532,https://imaj.emlakjet.com/resize/480/360/listing/19454532/3CBCDA3150C7FFB897EA2819114F0D0819454532.jpg,2026-06-11 00:46:44,36000,2+1,19454532,Bulgurlu,80,90,21 Ve Üzeri,09 Haziran 2026,Düz Giriş (Zemin),3,Kombi Doğalgaz,,,1
Emlakjet,istanbul,uskudar,"Deva Emlak İstanbul Üsküdar Ahmediye Mahallesi 2+1 Oda Kiralık Daire 47,000 TL #19453144",https://www.emlakjet.com/ilan/deva-dan-marmaraya-10-dk-ahmediye-de-21-80-m2-balkonlu-daire-19453144,https://imaj.emlakjet.com/resize/480/360/listing/19453144/4AE04984371834A899DF11C9147D2D9F19453144.jpg,2026-06-11 00:46:47,47000,2+1,19453144,Ahmediye,80,85,21 Ve Üzeri,08 Haziran 2026,4.Kat,4,Kombi Doğalgaz,,,1
Emlakjet,istanbul,uskudar,"Deva Emlak İstanbul Üsküdar Ahmediye Mahallesi 2+1 Oda Kiralık Daire 47,000 TL #19453143",https://www.emlakjet.com/ilan/deva-dan-marmaraya-10-dk-ahmediye-de-21-80-m2-balkonlu-daire-19453143,https://imaj.emlakjet.com/resize/480/360/listing/19453143/526221B203DCCF4005074379ED8F869819453143.jpg,2026-06-11 00:46:50,47000,2+1,19453143,Ahmediye,80,85,21 Ve Üzeri,08 Haziran 2026,4.Kat,4,Kombi Doğalgaz,Boş,Boş,1
Emlakjet,istanbul,uskudar,"F - L Emlak İstanbul Üsküdar Cumhuriyet Mahallesi 1+1 Oda Kiralık Daire 31,500 TL #19465394",https://www.emlakjet.com/ilan/f-l-emlaktan-emaar-avm-libadiye-yakini-11-genc-bina-cati-kati-19465394,https://imaj.emlakjet.com/resize/480/360/listing/19465394/D74224E74FD4B21B1AF076379D4EDA6819465394.jpg,2026-06-11 00:46:53,31500,1+1,19465394,Cumhuriyet,50,55,11-15,10 Haziran 2026,Çatı Katı,4,Kombi Doğalgaz,,,1
Emlakjet,istanbul,uskudar,"F - L Emlak İstanbul Üsküdar Ferah Mahallesi 3+1 Oda Kiralık Daire 44,000 TL #19465389",https://www.emlakjet.com/ilan/f-l-emlaktan-camlica-camii-yakini-135-m2-arakat-genis-41-19465389,https://imaj.emlakjet.com/resize/480/360/listing/19465389/C40B8946C9753380AF6592A8A71450B719465389.jpg,2026-06-11 00:46:57,44000,3+1,19465389,Ferah,135,140,21 Ve Üzeri,10 Haziran 2026,2.Kat,5,Kombi Doğalgaz,,,1
Emlakjet,istanbul,uskudar,"F - L Emlak İstanbul Üsküdar Bulgurlu Mahallesi 3+1 Oda Kiralık Daire 38,000 TL #19465382",https://www.emlakjet.com/ilan/fl-emlaktan-bulgurlu-metro-yakini-31-daire-19465382,https://imaj.emlakjet.com/resize/480/360/listing/19465382/37623679DE3AC1233D9E97C10E3CD35019465382.jpg,2026-06-11 00:46:59,38000,3+1,19465382,Bulgurlu,90,105,21 Ve Üzeri,10 Haziran 2026,Çatı Katı,5,Kombi Doğalgaz,,,1
Emlakjet,istanbul,uskudar,"F - L Emlak İstanbul Üsküdar Ünalan Mahallesi 2+1 Oda Kiralık Daire 20,000 TL #19465381",https://www.emlakjet.com/ilan/f-l-emlaktan-unalan-metro-metrobus-yakini-21-19465381,https://imaj.emlakjet.com/resize/480/360/listing/19465381/10413B11029EC33BAE3B268DFEC622D719465381.jpg,2026-06-11 00:47:02,20000,2+1,19465381,Ünalan,90,95,21 Ve Üzeri,10 Haziran 2026,5.Kat,5,Doğalgaz Sobalı,,,1
Emlakjet,istanbul,uskudar,"F - L Emlak İstanbul Üsküdar Salacak Mahallesi 2+1 Oda Kiralık Daire 55,000 TL #19465373",https://www.emlakjet.com/ilan/f-l-emlaktan-salacak-mah-ici-yapili-genis-daire-19465373,https://imaj.emlakjet.com/resize/480/360/listing/19465373/66D16AB7AAC54A451F7B6104D3A6F80019465373.jpg,2026-06-11 00:47:05,55000,2+1,19465373,Salacak,90,110,21 Ve Üzeri,10 Haziran 2026,2.Kat,5,Kombi Doğalgaz,,,1
Emlakjet,istanbul,uskudar,"F - L Emlak İstanbul Üsküdar Bulgurlu Mahallesi 3+1 Oda Kiralık Daire 63,000 TL #19465360",https://www.emlakjet.com/ilan/f-l-emlaktan-bulgurlu-yeni-altinkoy-2-sitesi-duz-giris-kat-19465360,https://imaj.emlakjet.com/resize/480/360/listing/19465360/484DA178AA07B1ECFD52BAAF57AF0B2119465360.jpg,2026-06-11 00:47:08,63000,3+1,19465360,Bulgurlu,110,115,0 (Yeni),10 Haziran 2026,Düz Giriş (Zemin),7,Kombi Doğalgaz,,,1
Emlakjet,istanbul,uskudar,"F - L Emlak İstanbul Üsküdar Bulgurlu Mahallesi 3+1 Oda Kiralık Daire 72,500 TL #19465359",https://www.emlakjet.com/ilan/f-l-emlaktan-bulgurlu-yeni-altinkoy-2-sitesi-3-kat-onu-acik-19465359,https://imaj.emlakjet.com/resize/480/360/listing/19465359/1E23F55694856A0025A3C6C21749902019465359.jpg,2026-06-11 00:47:12,72500,3+1,19465359,Bulgurlu,110,115,0 (Yeni),10 Haziran 2026,3.Kat,8,Yerden Isıtma,,,1
Emlakjet,istanbul,uskudar,"F - L Emlak İstanbul Üsküdar Ahmediye Mahallesi 2+1 Oda Kiralık Daire 30,000 TL #19465356",https://www.emlakjet.com/ilan/f-l-den-marmaray-yurume-mesafe-21-bahce-kullanimli-19465356,https://imaj.emlakjet.com/resize/480/360/listing/19465356/5DB50FE35F29EBE504DB1915E162F93519465356.jpg,2026-06-11 00:47:15,30000,2+1,19465356,Ahmediye,70,75,21 Ve Üzeri,10 Haziran 2026,Bahçe Katı,5,Kombi Doğalgaz,,,1
Emlakjet,istanbul,uskudar,"F - L Emlak İstanbul Üsküdar Bulgurlu Mahallesi 3+1 Oda Kiralık Daire 70,000 TL #19465354",https://www.emlakjet.com/ilan/fl-emlaktan-bulgurlu-altinkoy-sitesinde-31-daire-19465354,https://imaj.emlakjet.com/resize/480/360/listing/19465354/846206C7510B2BE78E43C98634F373EB19465354.jpg,2026-06-11 00:47:18,70000,3+1,19465354,Bulgurlu,105,115,0 (Yeni),10 Haziran 2026,2.Kat,6,Yerden Isıtma,,,1
Emlakjet,istanbul,uskudar,"Deluxe 26 Gayri̇menkul İstanbul Üsküdar Ahmediye Mahallesi 2+1 Oda Kiralık Daire 38,000 TL #19449143",https://www.emlakjet.com/ilan/deluxe-26-dan-nezih-muhitte-ici-yapili-bahceli-21-85-m2-firsat-19449143,https://imaj.emlakjet.com/resize/480/360/listing/19449143/804B9F52C339824B5F0CA06EC383E74B19449143.jpg,2026-06-11 00:47:21,38000,2+1,19449143,Ahmediye,80,85,21 Ve Üzeri,06 Haziran 2026,Bahçe Katı,4,Kombi Doğalgaz,Mülk Sahibi Oturuyor,Boş,1
Emlakjet,istanbul,uskudar,"Remax Pi̇rami̇t İstanbul Üsküdar Sultantepe Mahallesi 2+1 Oda Kiralık Daire 26,000 TL #19447350",https://www.emlakjet.com/ilan/uskudarda-kiralik-21-metro-marmaraya-yurume-mesafesinde-19447350,https://imaj.emlakjet.com/resize/480/360/listing/19447350/C21215E75AEAED770793EDE6964941E619447350.jpg,2026-06-11 00:47:24,26000,2+1,19447350,Sultantepe,48,60,21 Ve Üzeri,06 Haziran 2026,Yüksek Giriş,4,Kombi Doğalgaz,Boş,Boş,1
Emlakjet,istanbul,besiktas,"Dck Gayri̇menkul İstanbul Beşiktaş Dikilitaş Mahallesi 1+1 Oda Kiralık Daire 37,000 TL #19447869",https://www.emlakjet.com/ilan/dikilitas-ta-metroya-3-dk-merkezi-konumda-kiralik-11-daire-19447869,https://imaj.emlakjet.com/resize/480/360/listing/19447869/B0B903E91FD79380208C57D643EBA10019447869.jpg,2026-06-11 00:47:28,37000,1+1,19447869,Dikilitaş,47,58,11-15,06 Haziran 2026,Düz Giriş (Zemin),4,Kombi Doğalgaz,,,1
