source_site,city,district,title,listing_url,image_url,date_collected,price,room_count,listing_id,neighborhood,net_m2,gross_m2,building_age,listing_update_date,floor,total_floors,heating_type,usage_status,furnished_status,bathroom_count
Emlakjet,istanbul,uskudar,"Remax Pi̇rami̇t İstanbul Üsküdar Acıbadem Mahallesi 4+1 Oda Kiralık Daire 120,000 TL #19437653",https://www.emlakjet.com/ilan/acibadem-caddesi-tibas-park-sitesi-41-dubleks-19437653,https://imaj.emlakjet.com/resize/480/360/listing/19437653/6D40871583B225D1AEB492BC6B0B719D19437653.jpg,2026-06-08 19:19:30,120000,4+1,19437653,Acıbadem,160,190,21 Ve Üzeri,04 Haziran 2026,3.Kat,3,Merkezi (Pay Ölçer),Boş,Boş,3
Emlakjet,istanbul,uskudar,"Alot Gayri̇menkul İstanbul Üsküdar Mehmet Akif Ersoy Mahallesi 2+1 Oda Kiralık Daire 72,000 TL #19436248",https://www.emlakjet.com/ilan/emlak-konut-21-yuksek-kat-19436248,https://imaj.emlakjet.com/resize/480/360/listing/19436248/039712F448B22EE57228016BB08FACFF19436248.jpg,2026-06-08 19:19:33,72000,2+1,19436248,Mehmet Akif Ersoy,80,102,0 (Yeni),03 Haziran 2026,2.Kat,6,Yerden Isıtma,Boş,Boş,1
Emlakjet,istanbul,uskudar,"Alot Gayri̇menkul İstanbul Üsküdar Bahçelievler Mahallesi 5+2 Oda Kiralık Daire 115,000 TL #19436247",https://www.emlakjet.com/ilan/cengelkoy-dublex-deniz-manzarali-kiralik-daire-19436247,https://imaj.emlakjet.com/resize/480/360/listing/19436247/80F65F6181114FB1962ACF67D54C067519436247.jpg,2026-06-08 19:19:35,115000,5+2,19436247,Bahçelievler,180,220,0 (Yeni),03 Haziran 2026,6.Kat,6,Kombi Doğalgaz,Boş,Boş,4
Emlakjet,istanbul,uskudar,"Atılgan Emlak İstanbul Üsküdar Ferah Mahallesi 4+1 Oda Kiralık Daire 100,000 TL #19435953",https://www.emlakjet.com/ilan/uskudar-ferah-mahallesinde-manzarali-terasli-41-dubleks-19435953,https://imaj.emlakjet.com/resize/480/360/listing/19435953/534F02B9F03FCB74E1ABB4A334C37F2719435953.jpg,2026-06-08 19:19:38,100000,4+1,19435953,Ferah,280,300,16-20,03 Haziran 2026,3.Kat,3,Kombi Doğalgaz,Boş,Boş,2
Emlakjet,istanbul,uskudar,"Net Gayri̇menkul İstanbul Üsküdar Ahmediye Mahallesi 2+1 Oda Kiralık Daire 26,000 TL #19435538",https://www.emlakjet.com/ilan/net-ten-uskudar-da-kiralik-21-19435538,https://imaj.emlakjet.com/resize/480/360/listing/19435538/5C977544CE242F7E6FDC6763875B3BD419435538.jpg,2026-06-08 19:19:40,26000,2+1,19435538,Ahmediye,60,70,21 Ve Üzeri,08 Haziran 2026,Bahçe Katı,5,Kombi Doğalgaz,,,1
Emlakjet,istanbul,uskudar,"Karaman İnşaat Emlak İstanbul Üsküdar Muratreis Mahallesi 2+1 Oda Kiralık Daire 25,000 TL #19435224",https://www.emlakjet.com/ilan/nev-carsiya-cok-yakin-19435224,https://imaj.emlakjet.com/resize/480/360/listing/19435224/F3CCDD27D2000E3F9255A7E3E2C4880019435224.jpg,2026-06-08 19:19:42,25000,2+1,19435224,Muratreis,65,70,21 Ve Üzeri,08 Haziran 2026,3.Kat,3,Kombi Doğalgaz,,,2
Emlakjet,istanbul,uskudar,"Sahibinden İstanbul Üsküdar Çengelköy Mahallesi 3+1 Oda Kiralık Daire 50,000 TL #19434187",https://www.emlakjet.com/ilan/cengelkoy-de-31-kiralik-19434187,https://imaj.emlakjet.com/resize/480/360/listing/19434187/0B0AC4ACC3CF18442FA664DA2F2F4E0F19434187.jpg,2026-06-08 19:19:45,50000,3+1,19434187,Çengelköy,100,105,21 Ve Üzeri,03 Haziran 2026,3.Kat,3,Kombi Doğalgaz,,,1
Emlakjet,istanbul,uskudar,"As Emlak İstanbul Üsküdar Mimar Sinan Mahallesi 2+1 Oda Kiralık Daire 40,000 TL #19433421",https://www.emlakjet.com/ilan/as-emlaktan-21-universitenin-ust-kisminda-marmaraya-yakin-daire-19433421,https://imaj.emlakjet.com/resize/480/360/listing/19433421/75FBB7F751DCBED3164815928CE3021019433421.JPG,2026-06-08 19:19:47,40000,2+1,19433421,Mimar Sinan,80,85,21 Ve Üzeri,03 Haziran 2026,4.Kat,4,Kombi Doğalgaz,Boş Yapı Durumu İkinci El Yapı Tipi Betonarme,Boş Aidat 250 TL Depozito 40000 TL,1
Emlakjet,istanbul,uskudar,"Nokta Emlak İstanbul Üsküdar Ahmediye Mahallesi 2+1 Oda Kiralık Daire 30,000 TL #19432305",https://www.emlakjet.com/ilan/uskudar-merkez-de-21-esyali-ici-yenilenmis-bahceli-temiz-daire-19432305,https://imaj.emlakjet.com/resize/480/360/listing/19432305/AB31C4C30C165816AE6F0DA94A51AFAB19432305.jpg,2026-06-08 19:19:50,30000,2+1,19432305,Ahmediye,70,75,21 Ve Üzeri,03 Haziran 2026,Bahçe Katı,3,Kombi Doğalgaz,Boş,Eşyalı,1
Emlakjet,istanbul,uskudar,"Pera Grup Emlak İstanbul Üsküdar Bulgurlu Mahallesi 2+1 Oda Kiralık Daire 45,000 TL #19431904",https://www.emlakjet.com/ilan/peradan-bulgurlu-mah-metroya-yakin-genis-21-kiralik-daire-19431904,https://imaj.emlakjet.com/resize/480/360/listing/19431904/2BA8FFE165E9E5C3623792008F43608219431904.jpg,2026-06-08 19:19:52,45000,2+1,19431904,Bulgurlu,90,110,11-15,02 Haziran 2026,Yüksek Giriş,4,Kombi Doğalgaz,Boş,Boş,1
Emlakjet,istanbul,uskudar,"Realist Gayrimenkul İstanbul Üsküdar Çengelköy Mahallesi 3+1 Oda Kiralık Daire 42,000 TL #19431196",https://www.emlakjet.com/ilan/cengelkoy-beynun-akyavas-caddesine-yurume-mesafesinde-ferah-31-19431196,https://imaj.emlakjet.com/resize/480/360/listing/19431196/9F64F35D2741D5034830813DC5825E2A19431196.jpg,2026-06-08 19:19:54,42000,3+1,19431196,Çengelköy,110,130,21 Ve Üzeri,02 Haziran 2026,4.Kat,4,Kombi Doğalgaz,,,1
Emlakjet,istanbul,besiktas,"Dck Gayri̇menkul İstanbul Beşiktaş Dikilitaş Mahallesi 1+1 Oda Kiralık Daire 37,000 TL #19447869",https://www.emlakjet.com/ilan/dikilitas-ta-metroya-3-dk-merkezi-konumda-kiralik-11-daire-19447869,https://imaj.emlakjet.com/resize/480/360/listing/19447869/B0B903E91FD79380208C57D643EBA10019447869.jpg,2026-06-08 19:19:57,37000,1+1,19447869,Dikilitaş,47,58,11-15,06 Haziran 2026,Düz Giriş (Zemin),4,Kombi Doğalgaz,,,1
Emlakjet,istanbul,besiktas,"Realty World Özlem Aksu İstanbul Beşiktaş Dikilitaş Mahallesi 2+1 Oda Kiralık Daire 85,000 TL #19453880",https://www.emlakjet.com/ilan/besiktas-dikilitas-da-merkezi-konum-21-kiralik-daire-sifir-bina-19453880,https://imaj.emlakjet.com/resize/480/360/listing/19453880/13FFCABF21847645F11739360ADA63B119453880.jpg,2026-06-08 19:20:00,85000,2+1,19453880,Dikilitaş,55,68,0 (Yeni),08 Haziran 2026,1.Kat,5,Kombi Doğalgaz,,,1
Emlakjet,istanbul,besiktas,"Partners Gayri̇menkul A.ş. İstanbul Beşiktaş Gayrettepe Mahallesi 3+1 Oda Kiralık Daire 65,000 TL #19452269",https://www.emlakjet.com/ilan/gayrettepe-pazar-sokak-metro-yani-3-1-kat-19452269,https://imaj.emlakjet.com/resize/480/360/listing/19452269/A1DBC6C1B452C6BC503A185B2A091E7E19452269.jpg,2026-06-08 19:20:02,65000,3+1,19452269,Gayrettepe,110,120,21 Ve Üzeri,07 Haziran 2026,4.Kat,6,Kombi Doğalgaz,,,1
Emlakjet,istanbul,besiktas,"Partners Gayri̇menkul A.ş. İstanbul Beşiktaş Gayrettepe Mahallesi 4+1 Oda Kiralık Daire 95,000 TL #19452268",https://www.emlakjet.com/ilan/gayrettepe-pazar-sokak-metro-yani-4-1-kat-19452268,https://imaj.emlakjet.com/resize/480/360/listing/19452268/A1DBC6C1B452C6BC503A185B2A091E7E19452268.jpg,2026-06-08 19:20:05,95000,4+1,19452268,Gayrettepe,140,155,21 Ve Üzeri,07 Haziran 2026,3.Kat,6,Kombi Doğalgaz,,,2
Emlakjet,istanbul,besiktas,"Partners Gayri̇menkul A.ş. İstanbul Beşiktaş Gayrettepe Mahallesi 4+1 Oda Kiralık Daire 95,000 TL #19450494",https://www.emlakjet.com/ilan/gayrettepe-pazar-sokak-metro-yani-4-1-kat-19450494,https://imaj.emlakjet.com/resize/480/360/listing/19450494/ED12F56846CAA43EB4DA3F6A8D1CF8C019450494.jpg,2026-06-08 19:20:07,95000,4+1,19450494,Gayrettepe,140,155,21 Ve Üzeri,07 Haziran 2026,3.Kat,6,Kombi Doğalgaz,,,2
Emlakjet,istanbul,besiktas,"Tiamo Emlak İstanbul Beşiktaş Dikilitaş Mahallesi 2+1 Oda Kiralık Daire 35,000 TL #19449513",https://www.emlakjet.com/ilan/tiamo-dan-21-70m-3-kat-kombili-19449513,https://imaj.emlakjet.com/resize/480/360/listing/19449513/48C4F21AB880D3332213A343D3A1558519449513.jpg,2026-06-08 19:20:09,35000,2+1,19449513,Dikilitaş,65,70,21 Ve Üzeri,08 Haziran 2026,3.Kat,5,Kombi Doğalgaz,Boş Yapı Durumu İkinci El Yapı Tipi Betonarme,Boş Aidat 150 TL Depozito 35000 TL,1
Emlakjet,istanbul,besiktas,"Mehmethan Emlak İstanbul Beşiktaş Türkali Mahallesi 2+1 Oda Kiralık Daire 38,000 TL #19447415",https://www.emlakjet.com/ilan/mehmet-han-emlak-tan-balik-pazarina-yakin-yokussuz-full-esyali-19447415,https://imaj.emlakjet.com/resize/480/360/listing/19447415/52FDD104AEDA8900423373C7091FB49E19447415.jpg,2026-06-08 19:20:12,38000,2+1,19447415,Türkali,80,85,21 Ve Üzeri,06 Haziran 2026,3.Kat,5,Kombi Doğalgaz,Boş,Eşyalı,1
Emlakjet,istanbul,besiktas,"Mehmethan Emlak İstanbul Beşiktaş Abbasağa Mahallesi 1+1 Oda Kiralık Daire 60,000 TL #19447412",https://www.emlakjet.com/ilan/besiktas-merkezde-cok-temiz-esyali-11-19447412,https://imaj.emlakjet.com/resize/480/360/listing/19447412/17AB72B8BE8672B8CAC0E31E082B143219447412.jpg,2026-06-08 19:20:14,60000,1+1,19447412,Abbasağa,70,75,21 Ve Üzeri,06 Haziran 2026,3.Kat,3,Kombi Doğalgaz,Boş,Eşyalı,1
Emlakjet,istanbul,besiktas,"Partners Gayri̇menkul A.ş. İstanbul Beşiktaş Balmumcu Mahallesi 1 Oda Kiralık Daire 44,000 TL #19447320",https://www.emlakjet.com/ilan/barbaros-blv-da-tum-faturalar-dahil-kiralik-esyali-daire-19447320,https://imaj.emlakjet.com/resize/480/360/listing/19447320/A1DBC6C1B452C6BC503A185B2A091E7E19447320.jpg,2026-06-08 19:20:17,44000,,19447320,Balmumcu,50,55,21 Ve Üzeri,06 Haziran 2026,7.Kat,7,Merkezi Doğalgaz,,,1
Emlakjet,istanbul,besiktas,"Coldwell Banker Power (team) İstanbul Beşiktaş Nisbetiye Mahallesi 2+1 Oda Kiralık Daire 97,000 TL #19446336",https://www.emlakjet.com/ilan/firsat-besiktas-yusit-luks-21-kiralik-daire-19446336,https://imaj.emlakjet.com/resize/480/360/listing/19446336/3B516FAC78DC89F628D2F50BCC1817E419446336.jpg,2026-06-08 19:20:19,97000,2+1,19446336,Nisbetiye,78,90,21 Ve Üzeri,06 Haziran 2026,Yüksek Giriş,4,Merkezi Doğalgaz,,,2
Emlakjet,istanbul,besiktas,"Tiamo Emlak İstanbul Beşiktaş Dikilitaş Mahallesi 2+1 Oda Kiralık Daire 62,000 TL #19443124",https://www.emlakjet.com/ilan/tiamo-dan-genc-yeni-binada-21-75m-1-kat-kapali-otoparkli-19443124,https://imaj.emlakjet.com/resize/480/360/listing/19443124/D8FD2979390503F7009D092CA1C5FBF719443124.jpg,2026-06-08 19:20:22,62000,2+1,19443124,Dikilitaş,65,75,5-10,08 Haziran 2026,1.Kat,6,Kombi Doğalgaz,Kiracı Oturuyor Yapı Durumu Sıfır Yapı Tipi Betonarme,Boş Aidat 2000 TL Depozito 120000 TL,1
Emlakjet,istanbul,besiktas,"Partners Gayri̇menkul A.ş. İstanbul Beşiktaş Gayrettepe Mahallesi 3+1 Oda Kiralık Daire 65,000 TL #19450493",https://www.emlakjet.com/ilan/gayrettepe-pazar-sokak-metro-yani-3-1-kat-19450493,https://imaj.emlakjet.com/resize/480/360/listing/19450493/F9971AC84472796FB7F8913682B3EA3E19450493.jpg,2026-06-08 19:20:24,65000,3+1,19450493,Gayrettepe,110,120,21 Ve Üzeri,07 Haziran 2026,4.Kat,6,Kombi Doğalgaz,,,1
Emlakjet,istanbul,besiktas,"Sahibinden İstanbul Beşiktaş Türkali Mahallesi 3+1 Oda Kiralık Daire 65,000 TL #19440112",https://www.emlakjet.com/ilan/sahibinden-kiralik-19440112,https://imaj.emlakjet.com/resize/480/360/listing/19440112/15F428B5B339250248BCD5976BB2E40B19440112.jpg,2026-06-08 19:20:26,65000,3+1,19440112,Türkali,120,145,21 Ve Üzeri,04 Haziran 2026,5.Kat,5,Kombi Doğalgaz,Boş,Boş,1
Emlakjet,istanbul,besiktas,"Mehmethan Emlak İstanbul Beşiktaş Sinanpaşa Mahallesi 2+1 Oda Kiralık Daire 65,000 TL #19428552",https://www.emlakjet.com/ilan/mehmethan-emlak-tan-ici-komple-sifir-yeni-binada-kiralik-daire-19428552,https://imaj.emlakjet.com/resize/480/360/listing/19428552/C55515D23A2695BFD9D76ADD8C9AA14C19428552.jpg,2026-06-08 19:20:29,65000,2+1,19428552,Sinanpaşa,85,95,11-15,02 Haziran 2026,1.Kat,4,Kombi Doğalgaz,Boş,Eşyalı,1
Emlakjet,istanbul,besiktas,"Mehmethan Emlak İstanbul Beşiktaş Levent Mahallesi 4+1 Oda Kiralık Daire 55,000 TL #19428550",https://www.emlakjet.com/ilan/mehmethan-emlak-metro-sitenin-hemen-arkasi-41-250-metrekare-bos-19428550,https://imaj.emlakjet.com/resize/480/360/listing/19428550/B69310E16F389D971FBAB176C04E737819428550.jpg,2026-06-08 19:20:31,55000,4+1,19428550,Levent,250,260,21 Ve Üzeri,02 Haziran 2026,2.Kat,4,Kombi Doğalgaz,Boş,Boş,1
Emlakjet,istanbul,besiktas,"Asari̇ye Emlak İstanbul Beşiktaş Türkali Mahallesi 1+1 Oda Kiralık Daire 52,000 TL #19417617",https://www.emlakjet.com/ilan/besiktas-merkezde-yeni-binada-kombili-kiralik-arakat-11-daire-19417617,https://imaj.emlakjet.com/resize/480/360/listing/19417617/D71186931EA2150D555A660305CC6ECD19417617.jpg,2026-06-08 19:20:34,52000,1+1,19417617,Türkali,50,60,0 (Yeni),27 Mayıs 2026,3.Kat,5,Kombi Doğalgaz,Boş,Boş,1
Emlakjet,istanbul,besiktas,"Easy Gayrimenkul İstanbul Beşiktaş Ulus Mahallesi 6+1 Oda Kiralık Daire 250,000 TL #19415437",https://www.emlakjet.com/ilan/besiktas-ulus-kelaynak-sok-51-yardimci-odali-42-olarak-kullanima-uygun-kiralik-daire-19415437,https://imaj.emlakjet.com/resize/480/360/listing/19415437/DB5731329F43580D6424462FB44DC9D819415437.jpg,2026-06-08 19:20:36,250000,6+1,19415437,Ulus,290,340,21 Ve Üzeri,26 Mayıs 2026,4.Kat,5,Kombi Doğalgaz,,,
Emlakjet,istanbul,besiktas,"Easy Gayrimenkul İstanbul Beşiktaş Ulus Mahallesi 6+1 Oda Kiralık Daire 250,000 TL #19415436",https://www.emlakjet.com/ilan/ulus-kelaynak-sokak-ta-51hizmetli-odali-mimari-dekorasyonlu-daire-kamer-panorama-etiler-maya-19415436,https://imaj.emlakjet.com/resize/480/360/listing/19415436/B958EF93B16D1CC13E64C0A04FBC806F19415436.jpg,2026-06-08 19:20:39,250000,6+1,19415436,Ulus,290,340,21 Ve Üzeri,26 Mayıs 2026,4.Kat,5,Kombi Doğalgaz,,,3
Emlakjet,istanbul,besiktas,"Partner Gayrimenkul İstanbul Beşiktaş Levazım Mahallesi 3+1 Oda Kiralık Daire 75,000 TL #19412240",https://www.emlakjet.com/ilan/levazim-adakent-te-kiralik-beyaz-esyali-31-daire-19412240,https://imaj.emlakjet.com/resize/480/360/listing/19412240/FA56DB2EA9AB5BF37B7045A0FA6BA78C19412240.jpg,2026-06-08 19:20:41,75000,3+1,19412240,Levazım,100,120,21 Ve Üzeri,25 Mayıs 2026,4.Kat,10,Merkezi Doğalgaz,Kiracı Oturuyor,Boş,1
Emlakjet,istanbul,besiktas,"Tiamo Emlak İstanbul Beşiktaş Dikilitaş Mahallesi 3+1 Oda Kiralık Daire 55,000 TL #19411163",https://www.emlakjet.com/ilan/tiamo-dan-darphane-arkasinda-31-yuksek-giris-merkezi-isitma-19411163,https://imaj.emlakjet.com/resize/480/360/listing/19411163/0875928473363CEF914AF1A5C2FFE56A19411163.jpg,2026-06-08 19:20:43,55000,3+1,19411163,Dikilitaş,100,110,21 Ve Üzeri,08 Haziran 2026,Yüksek Giriş,6,Merkezi Doğalgaz,Kiracı Oturuyor Yapı Durumu İkinci El Yapı Tipi Betonarme,Boş Aidat 1200 TL Depozito 55000 TL,1
Emlakjet,istanbul,besiktas,"Easy Gayrimenkul İstanbul Beşiktaş Ulus Mahallesi 6+1 Oda Kiralık Daire 250,000 TL #19408740",https://www.emlakjet.com/ilan/besiktas-ulus-kamer-karsisi-61-dekorasyonlu-daire-61-for-rent-etiler-levent-19408740,https://imaj.emlakjet.com/resize/480/360/listing/19408740/AF3377B35DCF7373E083E69B768803E819408740.jpg,2026-06-08 19:20:46,250000,6+1,19408740,Ulus,290,340,21 Ve Üzeri,23 Mayıs 2026,3.Kat,4,Merkezi Doğalgaz,,,4
Emlakjet,istanbul,besiktas,"Easy Gayrimenkul İstanbul Beşiktaş Ulus Mahallesi 5+2 Oda Kiralık Daire 250,000 TL #19408739",https://www.emlakjet.com/ilan/etiler-ulus-adnan-saygun-52-terasli-daire-maya-kamer-sarikonaklar-akmerkez-19408739,https://imaj.emlakjet.com/resize/480/360/listing/19408739/94EA513CBB2405711389EE134C298BEC19408739.jpg,2026-06-08 19:20:48,250000,5+2,19408739,Ulus,290,340,21 Ve Üzeri,23 Mayıs 2026,4.Kat,5,Merkezi Doğalgaz,,,4
Emlakjet,istanbul,besiktas,"Easy Gayrimenkul İstanbul Beşiktaş Ulus Mahallesi 6+1 Oda Kiralık Daire 250,000 TL #19408738",https://www.emlakjet.com/ilan/ulus-ta-61-kiralik-esyali-esyasiz-hizmetli-odali-terasli-daire-19408738,https://imaj.emlakjet.com/resize/480/360/listing/19408738/D0D33DA62BC6B94033A901E8C7CF84BD19408738.jpg,2026-06-08 19:20:51,250000,6+1,19408738,Ulus,280,340,21 Ve Üzeri,24 Mayıs 2026,3.Kat,4,Merkezi (Pay Ölçer),,,4
Emlakjet,istanbul,besiktas,"Elçi Gayrimenkul İstanbul Beşiktaş Cihannüma Mahallesi 3+1 Oda Kiralık Daire 45,000 TL #19408008",https://www.emlakjet.com/ilan/besiktas-barbaros-bulvarinda-bakimli-kocaman-terasli-31-daire-19408008,https://imaj.emlakjet.com/resize/480/360/listing/19408008/A1DBC6C1B452C6BC503A185B2A091E7E19408008.jpg,2026-06-08 19:20:53,45000,3+1,19408008,Cihannüma,95,128,21 Ve Üzeri,23 Mayıs 2026,5.Kat,5,Kombi Doğalgaz,,,1
Emlakjet,istanbul,besiktas,"Tiamo Emlak İstanbul Beşiktaş Dikilitaş Mahallesi 2+1 Oda Kiralık Daire 47,500 TL #19405822",https://www.emlakjet.com/ilan/tiamo-dan-genc-yeni-binada-21-kombili-19405822,https://imaj.emlakjet.com/resize/480/360/listing/19405822/54BAC053F8CED8004F7077E4F96A7CEB19405822.jpg,2026-06-08 19:20:56,47500,2+1,19405822,Dikilitaş,70,80,11-15,08 Haziran 2026,Yüksek Giriş,6,Kombi Doğalgaz,Boş Yapı Durumu Sıfır Yapı Tipi Betonarme,Boş Aidat 750 TL Depozito 47500 TL,1
Emlakjet,istanbul,besiktas,"Apex Gayrimenkul İstanbul Beşiktaş Konaklar Mahallesi 1+1 Oda Kiralık Daire 40,000 TL #19403130",https://www.emlakjet.com/ilan/4-levent-te-11-ozel-dizayn-edilmis-kiralik-esyali-luks-daire-19403130,https://imaj.emlakjet.com/resize/480/360/listing/19403130/93453A2E01B2325B98D8D76B8BCE061219403130.jpg,2026-06-08 19:20:58,40000,1+1,19403130,Konaklar,60,70,21 Ve Üzeri,01 Haziran 2026,2.Kat,4,Kombi Doğalgaz,,,1
Emlakjet,istanbul,besiktas,"Easy Gayrimenkul İstanbul Beşiktaş Ulus Mahallesi 6+1 Oda Kiralık Daire 250,000 TL #19399709",https://www.emlakjet.com/ilan/ulus-kamer-girisi-51hizmetli-odali-teras-dublex-kibele-etiler-19399709,https://imaj.emlakjet.com/resize/480/360/listing/19399709/550D07443E30360D3CA3A5A1BD76CED619399709.jpg,2026-06-08 19:21:00,250000,6+1,19399709,Ulus,290,340,21 Ve Üzeri,26 Mayıs 2026,4.Kat,5,Kombi Doğalgaz,,,4
Emlakjet,istanbul,besiktas,"Tiamo Emlak İstanbul Beşiktaş Dikilitaş Mahallesi 5+1 Oda Kiralık Daire 110,000 TL #19398946",https://www.emlakjet.com/ilan/tiamo-dan-balmumcu-darphanede-dubleks-asansorlu-otoparkli-19398946,https://imaj.emlakjet.com/resize/480/360/listing/19398946/568CFD0DD075D09A1D2EB9BA6712AB1F19398946.jpg,2026-06-08 19:21:03,110000,5+1,19398946,Dikilitaş,210,230,21 Ve Üzeri,08 Haziran 2026,8.Kat,8,Merkezi Doğalgaz,Boş Yapı Durumu İkinci El Yapı Tipi Betonarme,Boş Aidat 4750 TL Depozito 110000 TL,2
Emlakjet,istanbul,besiktas,"Exper Emlak Danışmanlığı Ltd. Şti. İstanbul Beşiktaş Vişnezade Mahallesi 2+1 Oda Kiralık Daire 67,500 TL #19395134",https://www.emlakjet.com/ilan/kassambasi-sokak-ta-yenice-binada-85m2-bakimli-21-kose-daire-19395134,https://imaj.emlakjet.com/resize/480/360/listing/19395134/1AFA176AD8686D87A164B733956632EB19395134.jpg,2026-06-08 19:21:05,67500,2+1,19395134,Vişnezade,74,85,5-10,21 Mayıs 2026,1.Kat,5,Kombi Doğalgaz,Kiracı Oturuyor,Boş,1
Emlakjet,istanbul,besiktas,"Remax Pi̇rami̇t İstanbul Beşiktaş Ortaköy Mahallesi 2+1 Oda Kiralık Daire 35,000 TL #19394940",https://www.emlakjet.com/ilan/ortakoy-de-21-giris-kat-kiralik-daire-19394940,https://imaj.emlakjet.com/resize/480/360/listing/19394940/E8122E599DED5F664B60663E2EAB82F719394940.jpg,2026-06-08 19:21:08,35000,2+1,19394940,Ortaköy,55,70,21 Ve Üzeri,21 Mayıs 2026,Düz Giriş (Zemin),2,Kombi Doğalgaz,Boş,Boş,1
