source_site,city,district,title,listing_url,image_url,date_collected,price,room_count,listing_id,neighborhood,net_m2,gross_m2,building_age,listing_update_date,floor,total_floors,heating_type,usage_status,furnished_status,bathroom_count
Emlakjet,istanbul,uskudar,"Altay Emlak İstanbul Üsküdar Valide i Atik Mahallesi 2+1 Oda Kiralık Daire 28,000 TL #19456094",https://www.emlakjet.com/ilan/zeynep-kamil-de-ana-caddeye-yakin-21-giris-28-000tl-19456094,https://imaj.emlakjet.com/resize/480/360/listing/19456094/91E73DDDF6911FAD8176817B6AAB486D19456094.jpg,2026-06-08 19:18:44,28000,2+1,19456094,Valide i Atik,65,80,21 Ve Üzeri,08 Haziran 2026,Yüksek Giriş,4,Kombi Doğalgaz,,,1
Emlakjet,istanbul,uskudar,"Anka Birleşik Emlak İstanbul Üsküdar Bulgurlu Mahallesi 2+1 Oda Kiralık Daire 48,000 TL #19455913",https://www.emlakjet.com/ilan/bulgurlu-merkezde-metro-7dk-ara-kat-ferah-21-kiralik-daire-19455913,https://imaj.emlakjet.com/resize/480/360/listing/19455913/7F84A1BA6F4E2B9013BA97271CDADF0F19455913.jpg,2026-06-08 19:18:46,48000,2+1,19455913,Bulgurlu,70,85,11-15,08 Haziran 2026,2.Kat,3,Kombi Doğalgaz,,,1
Emlakjet,istanbul,uskudar,"Anka Birleşik Emlak İstanbul Üsküdar Bulgurlu Mahallesi 2+2 Oda Kiralık Daire 55,000 TL #19455849",https://www.emlakjet.com/ilan/anka-dan-bulgurlu-libadiye-de-dubleks-22-kiralik-daire-19455849,https://imaj.emlakjet.com/resize/480/360/listing/19455849/0C81779EA3CF017F4B79FCC967891DB619455849.jpg,2026-06-08 19:18:49,55000,2+2,19455849,Bulgurlu,110,120,11-15,08 Haziran 2026,3.Kat,3,Kombi Doğalgaz,,,2
Emlakjet,istanbul,uskudar,"Halil Güler Gyo İstanbul Üsküdar Burhaniye Mahallesi 3.5+1 Oda Kiralık Daire 82,500 TL #19455670",https://www.emlakjet.com/ilan/uskudar-burhaniye-deniz-manzarali-kiralik-41-daire-halil-guler-19455670,https://imaj.emlakjet.com/resize/480/360/listing/19455670/4978D945EBC5323F60F20D529B38C72419455670.jpg,2026-06-08 19:18:51,82500,3.5+1,19455670,Burhaniye,210,243,21 Ve Üzeri,08 Haziran 2026,4.Kat,5,Kombi Doğalgaz,Boş Yapı Durumu İkinci El Yapı Tipi Betonarme,Boş Aidat 200 TL Depozito 167000 TL,2
Emlakjet,istanbul,uskudar,"Golden Homes Gayri̇menkul İstanbul Üsküdar Mimar Sinan Mahallesi Stüdyo Oda Kiralık Daire 28,000 TL #19453337",https://www.emlakjet.com/ilan/uskudar-merkezde-metroya-vapura-4-dkstudyo-daire-19453337,https://imaj.emlakjet.com/resize/480/360/listing/19453337/AE606E29F112E405700DEEAF601D3E3419453337.jpg,2026-06-08 19:18:54,28000,,19453337,Mimar Sinan,15,20,21 Ve Üzeri,08 Haziran 2026,3.Kat,4,Klimalı,Boş,Eşyalı,1
Emlakjet,istanbul,uskudar,"Deva Emlak İstanbul Üsküdar Ahmediye Mahallesi 2+1 Oda Kiralık Daire 47,000 TL #19453144",https://www.emlakjet.com/ilan/deva-dan-marmaraya-10-dk-ahmediye-de-21-80-m2-balkonlu-daire-19453144,https://imaj.emlakjet.com/resize/480/360/listing/19453144/4AE04984371834A899DF11C9147D2D9F19453144.jpg,2026-06-08 19:18:56,47000,2+1,19453144,Ahmediye,80,85,21 Ve Üzeri,08 Haziran 2026,4.Kat,4,Kombi Doğalgaz,,,1
Emlakjet,istanbul,uskudar,"Deva Emlak İstanbul Üsküdar Ahmediye Mahallesi 2+1 Oda Kiralık Daire 47,000 TL #19453143",https://www.emlakjet.com/ilan/deva-dan-marmaraya-10-dk-ahmediye-de-21-80-m2-balkonlu-daire-19453143,https://imaj.emlakjet.com/resize/480/360/listing/19453143/526221B203DCCF4005074379ED8F869819453143.jpg,2026-06-08 19:18:58,47000,2+1,19453143,Ahmediye,80,85,21 Ve Üzeri,08 Haziran 2026,4.Kat,4,Kombi Doğalgaz,Boş,Boş,1
Emlakjet,istanbul,uskudar,"Remax Ani İstanbul Üsküdar Kuleli Mahallesi 2+1 Oda Kiralık Daire 20,000 TL #19450627",https://www.emlakjet.com/ilan/cengelkoy-kuleli-de-esyali-kiralik-21-daire-19450627,https://imaj.emlakjet.com/resize/480/360/listing/19450627/1F7BC0065894C590869757E8FB45B10919450627.jpg,2026-06-08 19:19:01,20000,2+1,19450627,Kuleli,75,90,21 Ve Üzeri,07 Haziran 2026,Düz Giriş (Zemin),3,Kombi Doğalgaz,Boş,Eşyalı,1
Emlakjet,istanbul,uskudar,"Deluxe 26 Gayri̇menkul İstanbul Üsküdar Ahmediye Mahallesi 2+1 Oda Kiralık Daire 38,000 TL #19449143",https://www.emlakjet.com/ilan/deluxe-26-dan-nezih-muhitte-ici-yapili-bahceli-21-85-m2-firsat-19449143,https://imaj.emlakjet.com/resize/480/360/listing/19449143/804B9F52C339824B5F0CA06EC383E74B19449143.jpg,2026-06-08 19:19:04,38000,2+1,19449143,Ahmediye,80,85,21 Ve Üzeri,06 Haziran 2026,Bahçe Katı,4,Kombi Doğalgaz,Mülk Sahibi Oturuyor,Boş,1
Emlakjet,istanbul,uskudar,"Remax Pi̇rami̇t İstanbul Üsküdar Sultantepe Mahallesi 2+1 Oda Kiralık Daire 26,000 TL #19447350",https://www.emlakjet.com/ilan/uskudarda-kiralik-21-metro-marmaraya-yurume-mesafesinde-19447350,https://imaj.emlakjet.com/resize/480/360/listing/19447350/C21215E75AEAED770793EDE6964941E619447350.jpg,2026-06-08 19:19:06,26000,2+1,19447350,Sultantepe,48,60,21 Ve Üzeri,06 Haziran 2026,Yüksek Giriş,4,Kombi Doğalgaz,Boş,Boş,1
Emlakjet,istanbul,uskudar,"Deva Emlak İstanbul Üsküdar Ahmediye Mahallesi 1+1 Oda Kiralık Daire 25,000 TL #19446600",https://www.emlakjet.com/ilan/deva-dan-tunus-bagi-caddesinde-bahceli-11-bakimli-19446600,https://imaj.emlakjet.com/resize/480/360/listing/19446600/4A097EE6DA023C944C1E6BCD0A0C773419446600.jpg,2026-06-08 19:19:08,25000,1+1,19446600,Ahmediye,60,70,21 Ve Üzeri,06 Haziran 2026,Bahçe Katı,5,Kombi Doğalgaz,,,1
Emlakjet,istanbul,uskudar,"Deva Emlak İstanbul Üsküdar Ahmediye Mahallesi 1+1 Oda Kiralık Daire 25,000 TL #19446599",https://www.emlakjet.com/ilan/deva-dan-tunus-bagi-caddesinde-bahceli-11-bakimli-19446599,https://imaj.emlakjet.com/resize/480/360/listing/19446599/909BAC4114E1C90264E7DBEFADA47BDF19446599.jpg,2026-06-08 19:19:11,25000,1+1,19446599,Ahmediye,60,70,21 Ve Üzeri,06 Haziran 2026,Bahçe Katı,5,Kombi Doğalgaz,Boş,Boş,1
Emlakjet,istanbul,uskudar,"Alot Gayri̇menkul İstanbul Üsküdar Bulgurlu Mahallesi 3+1 Oda Kiralık Daire 70,000 TL #19445864",https://www.emlakjet.com/ilan/altinkoy-sitesi-klimali-ankastreli-kiralik-31-daire-19445864,https://imaj.emlakjet.com/resize/480/360/listing/19445864/63FB85E055DCAF74E5E11E97D33BF30D19445864.jpg,2026-06-08 19:19:13,70000,3+1,19445864,Bulgurlu,88,105,0 (Yeni),05 Haziran 2026,3.Kat,6,Merkezi (Pay Ölçer),,,1
Emlakjet,istanbul,uskudar,"Alot Gayri̇menkul İstanbul Üsküdar Mehmet Akif Ersoy Mahallesi 2+1 Oda Kiralık Daire 27,000 TL #19445863",https://www.emlakjet.com/ilan/guzeltepe-21-yenilenmis-kiralik-daire-19445863,https://imaj.emlakjet.com/resize/480/360/listing/19445863/980EE51BF763732AB051A7FE8527AA0519445863.jpg,2026-06-08 19:19:16,27000,2+1,19445863,Mehmet Akif Ersoy,60,70,16-20,05 Haziran 2026,Düz Giriş (Zemin),3,Kombi Doğalgaz,Boş,Boş,1
Emlakjet,istanbul,uskudar,"Realist Gayrimenkul İstanbul Üsküdar Çengelköy Mahallesi 3+1 Oda Kiralık Daire 52,500 TL #19443197",https://www.emlakjet.com/ilan/uskudar-ata-2-sitesinde-c-kapisina-cok-yakin-ferah-31-daire-19443197,https://imaj.emlakjet.com/resize/480/360/listing/19443197/7E62840FC66E9E8BB9B393F2653808EF19443197.jpg,2026-06-08 19:19:18,52500,3+1,19443197,Çengelköy,102,117,21 Ve Üzeri,05 Haziran 2026,4.Kat,4,Merkezi Doğalgaz,,,2
Emlakjet,istanbul,uskudar,"As Emlak İstanbul Üsküdar Mimar Sinan Mahallesi 3+1 Oda Kiralık Daire 46,000 TL #19442547",https://www.emlakjet.com/ilan/as-emlaktan-31-nevcarsi-avm-nin-ust-kisminda-yuksek-giris-daire-19442547,https://imaj.emlakjet.com/resize/480/360/listing/19442547/6BADE8110601DE30C47DD51084FFC66319442547.JPG,2026-06-08 19:19:21,46000,3+1,19442547,Mimar Sinan,85,90,16-20,05 Haziran 2026,Yüksek Giriş,4,Kombi Doğalgaz,Boş Yapı Durumu İkinci El Yapı Tipi Betonarme,Boş Aidat 350 TL Depozito 90000 TL,1
Emlakjet,istanbul,uskudar,"Pera Grup Emlak İstanbul Üsküdar Valide i Atik Mahallesi 2+1 Oda Kiralık Daire 46,500 TL #19441330",https://www.emlakjet.com/ilan/peradan-valide-atik-mah-nev-carsiya-yakin-21-kiralik-daire-19441330,https://imaj.emlakjet.com/resize/480/360/listing/19441330/7060327FFA21488707F2398052558B1E19441330.jpg,2026-06-08 19:19:23,46500,2+1,19441330,Valide i Atik,80,90,21 Ve Üzeri,04 Haziran 2026,3.Kat,5,Kombi Doğalgaz,Boş,Boş,1
Emlakjet,istanbul,uskudar,"Deluxe 26 Gayri̇menkul İstanbul Üsküdar Valide i Atik Mahallesi 2+1 Oda Kiralık Daire 47,000 TL #19439966",https://www.emlakjet.com/ilan/deluxe-26-dan-yeni-binada-otoparkli-kose-ferah-21-80-m2-daire-19439966,https://imaj.emlakjet.com/resize/480/360/listing/19439966/CD7C00372FD972F66998334C97C9081519439966.jpg,2026-06-08 19:19:26,47000,2+1,19439966,Valide i Atik,75,80,5-10,04 Haziran 2026,Yüksek Giriş,5,Kombi Doğalgaz,Kiracı Oturuyor,Boş,1
Emlakjet,istanbul,uskudar,"Emlak Pazarlama A.ş Epa Li̇on Gayri̇menkul İstanbul Üsküdar Cumhuriyet Mahallesi 1+1 Oda Kiralık Daire 35,750 TL #19439672",https://www.emlakjet.com/ilan/emaar-square-yani-yuksek-giris-11-kiralik-bos-daire-19439672,https://imaj.emlakjet.com/resize/480/360/listing/19439672/7A405CB00040EBE97DBF3FF4BEDF4E1319439672.jpg,2026-06-08 19:19:28,35750,1+1,19439672,Cumhuriyet,40,55,11-15,08 Haziran 2026,Yüksek Giriş,4,Kombi Doğalgaz,,,1
